,0,1,2,3,4,5
1171,8,8111,San Diego,Mostly Sunny,66,1
1172,9,8111,San Diego,High Surf AdvisoryPartly Cloudy,67,1
1173,15,8111,San Diego,Mostly Clear,67,1
1174,10,8111,San Diego,clear sky,63,1
1175,11,8111,San Diego,Mostly Sunny,66,1
1176,12,8111,San Diego,Sunny,59,1
1177,13,8111,San Diego,Partly Cloudy,67,1
1178,1,8123,San Diego,Partly Cloudy,,1
1179,2,8123,San Diego,Partly Cloudy,77,1
1180,3,8123,San Diego,Scattered Clouds,80,1
1181,4,8123,San Diego,Scattered Clouds,89,1
1182,5,8123,San Diego,Partly Cloudy,79,1
1183,6,8123,San Diego,Partly Cloudy,87,1
1184,7,8123,San Diego,Partly Cloudy,80,1
1185,14,8123,San Diego,Partly Cloudy,77,1
1186,8,8123,San Diego,Partly Cloudy,77,1
1187,9,8123,San Diego,Partly Cloudy,76,1
1188,15,8123,San Diego,Mostly Clear,80,1
1189,10,8123,San Diego,clear sky,77,1
1190,11,8123,San Diego,Partly Cloudy,79,1
1191,12,8123,San Diego,Clear,86,1
1192,13,8123,San Diego,Partly Cloudy,80,1
1193,1,8135,San Diego,Partly Cloudy,,1
1194,2,8135,San Diego,Hazy,82,1
1195,3,8135,San Diego,Haze,83,1
1196,4,8135,San Diego,Haze,92,1
1197,5,8135,San Diego,Partly Cloudy,82,1
1198,6,8135,San Diego,Mostly Cloudy,92,1
1199,7,8135,San Diego,Partly Cloudy,83,1
1200,14,8135,San Diego,Mostly Cloudy,83,1
1201,8,8135,San Diego,Mostly Cloudy,84,1
1202,9,8135,San Diego,Haze,82,1
1203,15,8135,San Diego,Haze,83,1
1204,10,8135,San Diego,clear sky,82,1
1205,11,8135,San Diego,Partly Cloudy,82,1
1206,12,8135,San Diego,Clear,89,1
1207,13,8135,San Diego,Haze,83,1
1208,1,8140,San Diego,Partly Cloudy,,1
1209,2,8140,San Diego,Hazy,77,1
1210,3,8140,San Diego,Haze,72,1
1211,4,8140,San Diego,Haze,77,1
1212,5,8140,San Diego,Partly Sunny,79,1
1213,6,8140,San Diego,Partly Cloudy,79,1
1214,7,8140,San Diego,Partly Cloudy,76,1
1215,14,8140,San Diego,Partly Cloudy,86,1
1216,8,8140,San Diego,Partly Sunny,79,1
1217,9,8140,San Diego,Haze,76,1
1218,15,8140,San Diego,Haze,72,1
1219,10,8140,San Diego,clear sky,77,1
1220,11,8140,San Diego,Partly Sunny,79,1
1221,12,8140,San Diego,Partly Sunny,96,1
1222,13,8140,San Diego,Haze,72,1
1223,1,8143,San Diego,Partly Cloudy,,1
1224,2,8143,San Diego,Partly Cloudy,63,1
1225,3,8143,San Diego,Scattered Clouds,64,1
1226,4,8143,San Diego,Scattered Clouds,71,1
1227,5,8143,San Diego,Partly Sunny,64,1
1228,6,8143,San Diego,Partly Cloudy,71,1
1229,7,8143,San Diego,Partly Cloudy,64,1
1230,14,8143,San Diego,Partly Cloudy,67,1
1231,8,8143,San Diego,Partly Sunny,66,1
1232,9,8143,San Diego,Partly Cloudy,63,1
1233,15,8143,San Diego,Mostly Clear,64,1
1234,10,8143,San Diego,clear sky,67,1
1235,11,8143,San Diego,Partly Sunny,64,1
1236,12,8143,San Diego,Sunny,69,1
1237,13,8143,San Diego,Partly Cloudy,64,1
1238,1,8649,San Jose,Cloudy,,1
1239,2,8649,San Jose,Mostly Cloudy,93,1
1240,3,8649,San Jose,Mostly Cloudy,93,1
1241,4,8649,San Jose,Mostly Cloudy,99,1
1242,5,8649,San Jose,Cloudy,92,1
1243,6,8649,San Jose,Mostly Cloudy,88,1
1244,7,8649,San Jose,Mostly Cloudy,93,1
1245,14,8649,San Jose,Mostly Cloudy,93,1
1246,8,8649,San Jose,Cloudy,92,1
1247,9,8649,San Jose,Mostly Cloudy,93,1
1248,15,8649,San Jose,Mostly Cloudy,93,1
1249,10,8649,San Jose,mostly cloudy,93,1
1250,11,8649,San Jose,Cloudy,92,1
1251,12,8649,San Jose,Cloudy,93,1
1252,13,8649,San Jose,Mostly Cloudy,93,1
1253,1,8969,Seattle,Mostly Cloudy,,1
1254,2,8969,Seattle,Mostly Cloudy,71,1
1255,3,8969,Seattle,Mostly Cloudy,71,1
1256,4,8969,Seattle,Mostly Cloudy,67,1
1257,5,8969,Seattle,Intermittent Clouds,57,1
1258,6,8969,Seattle,Mostly Cloudy,71,1
1259,7,8969,Seattle,Mostly Cloudy,71,1
1260,14,8969,Seattle,Partly Cloudy,76,1
1261,8,8969,Seattle,Mostly Cloudy,70,1
1262,9,8969,Seattle,Mostly Cloudy,70,1
1263,15,8969,Seattle,Mostly Cloudy,70,1
1264,10,8969,Seattle,mostly cloudy,70,1
1265,11,8969,Seattle,Some Clouds,57,1
1266,12,8969,Seattle,Cloudy,47,1
1267,13,8969,Seattle,Mostly Cloudy,71,1
1268,1,9052,Seattle,Cloudy,,1
1269,2,9052,Seattle,Overcast,72,1
1270,3,9052,Seattle,Overcast,74,1
1271,4,9052,Seattle,Overcast,79,1
1272,5,9052,Seattle,Cloudy,79,1
1273,6,9052,Seattle,Overcast,72,1
1274,7,9052,Seattle,Cloudy,76,1
1275,14,9052,Seattle,Cloudy,61,1
1276,8,9052,Seattle,Cloudy,73,1
1277,9,9052,Seattle,Cloudy,71,1
1278,15,9052,Seattle,Cloudy,73,1
1279,10,9052,Seattle,mostly cloudy,58,1
1280,11,9052,Seattle,Cloudy,79,1
1281,12,9052,Seattle,Cloudy,63,1
1282,13,9052,Seattle,Overcast,74,1
1283,1,9066,Seattle,Light Rain,,1
1284,2,9066,Seattle,Light Rain,93,1
1285,3,9066,Seattle,Light Rain,90,1
1286,4,9066,Seattle,Light Rain,95,1
1287,5,9066,Seattle,Showers,92,1
1288,6,9066,Seattle,Light Rain,93,1
1289,7,9066,Seattle,Showers,90,1
1290,14,9066,Seattle,Rain,93,1
1291,8,9066,Seattle,Showers,89,1
1292,9,9066,Seattle,Rain,93,1
1293,15,9066,Seattle,Light Rain,93,1
1294,10,9066,Seattle,light rain,93,1
1295,11,9066,Seattle,Light Rain,92,1
1296,12,9066,Seattle,Light Rain,88,1
1297,13,9066,Seattle,Lt Rain,93,1
1298,1,9069,Seattle,Cloudy,,1
1299,2,9069,Seattle,Overcast,87,1
1300,3,9069,Seattle,Light Rain,86,1
1301,4,9069,Seattle,Light Rain,93,1
1302,5,9069,Seattle,Showers,95,1
1303,6,9069,Seattle,Light Rain,87,1
1304,7,9069,Seattle,Cloudy,89,1
1305,14,9069,Seattle,Cloudy,89,1
1306,8,9069,Seattle,Cloudy,88,1
1307,9,9069,Seattle,Rain,87,1
1308,15,9069,Seattle,Light Rain,86,1
1309,10,9069,Seattle,mostly cloudy,87,1
1310,11,9069,Seattle,Cloudy,92,1
1311,12,9069,Seattle,Light Rain,93,1
1312,13,9069,Seattle,Lt Rain,86,1
1313,1,9076,Seattle,Light Rain,,1
1314,2,9076,Seattle,Light Rain,87,1
1315,3,9076,Seattle,Light Rain,87,1
1316,4,9076,Seattle,Light Rain,93,1
1317,5,9076,Seattle,Rain,92,1
1318,6,9076,Seattle,Light Rain,87,1
1319,7,9076,Seattle,Showers,86,1
1320,14,9076,Seattle,Showers,86,1
1321,8,9076,Seattle,Showers,87,1
1322,9,9076,Seattle,Rain,87,1
1323,15,9076,Seattle,Light Rain,87,1
1324,10,9076,Seattle,light rain,87,1
1325,11,9076,Seattle,Rain,92,1
1326,12,9076,Seattle,Light Rain,88,1
1327,13,9076,Seattle,Lt Rain,87,1
1328,1,9079,Seattle,Cloudy,,1
1329,2,9079,Seattle,Overcast,87,1
1330,3,9079,Seattle,Overcast,86,1
1331,4,9079,Seattle,Overcast,94,1
1332,5,9079,Seattle,Showers,96,1
1333,6,9079,Seattle,Overcast,87,1
1334,7,9079,Seattle,Cloudy,87,1
1335,14,9079,Seattle,Cloudy,86,1
1336,8,9079,Seattle,Rain,92,1
1337,9,9079,Seattle,Cloudy,87,1
1338,15,9079,Seattle,Light Rain,87,1
1339,10,9079,Seattle,mostly cloudy,93,1
1340,11,9079,Seattle,Light Rain,96,1
1341,12,9079,Seattle,Cloudy,93,1
1342,13,9079,Seattle,Overcast,86,1
1343,1,9084,Seattle,Cloudy,,1
1344,2,9084,Seattle,Overcast,93,1
1345,3,9084,Seattle,Overcast,90,1
1346,4,9084,Seattle,Overcast,95,1
1347,5,9084,Seattle,Showers,96,1
1348,6,9084,Seattle,Overcast,93,1
1349,7,9084,Seattle,Cloudy,90,1
1350,14,9084,Seattle,Rain,90,1
1351,8,9084,Seattle,Cloudy,93,1
1352,9,9084,Seattle,Cloudy,93,1
1353,15,9084,Seattle,Cloudy,90,1
1354,10,9084,Seattle,mostly cloudy,93,1
1355,11,9084,Seattle,Mist,96,1
1356,12,9084,Seattle,Cloudy,92,1
1357,13,9084,Seattle,Mostly Cloudy,90,1
1358,1,9423,Washington,Fair,,1
1359,2,9423,Washington,Clear,31,1
1360,3,9423,Washington,Clear,31,1
1361,3,9423,Washington,Overcast,86,1
1362,4,9423,Washington,Clear,38,1
1363,4,9423,Washington,Overcast,91,1
1364,5,9423,Washington,Sunny,30,1
1365,6,9423,Washington,Clear,31,1
1366,6,9423,Washington,Overcast,87,1
1367,7,9423,Washington,Mostly Sunny,23,1
1368,7,9423,Washington,Cloudy,86,1
1369,14,9423,Washington,Mostly Sunny,24,1
1370,8,9423,Washington,Sunny,31,1
1371,9,9423,Washington,Clear,31,1
1372,15,9423,Washington,Clear,30,1
1373,10,9423,Washington,clear sky,31,1
1374,10,9423,Washington,mostly cloudy,87,1
1375,11,9423,Washington,Sunny,30,1
1376,12,9423,Washington,Sunny,30,1
1377,13,9423,Washington,Fair,30,1
1378,1,9425,Washington,Fair,,1
1379,2,9425,Washington,Clear,29,1
1380,3,9425,Washington,Clear,31,1
1381,3,9425,Washington,Overcast,80,1
1382,4,9425,Washington,Clear,35,1
1383,4,9425,Washington,Overcast,87,1
1384,5,9425,Washington,Sunny,30,1
1385,6,9425,Washington,Clear,29,1
1386,6,9425,Washington,Overcast,82,1
1387,7,9425,Washington,Sunny,26,1
1388,7,9425,Washington,Cloudy,80,1
1389,14,9425,Washington,Mostly Sunny,23,1
1390,8,9425,Washington,Sunny,30,1
1391,9,9425,Washington,Clear,29,1
1392,15,9425,Washington,Clear,30,1
1393,10,9425,Washington,clear sky,29,1
1394,10,9425,Washington,mostly cloudy,81,1
1395,11,9425,Washington,Sunny,30,1
1396,12,9425,Washington,Sunny,30,1
1397,13,9425,Washington,Fair,30,1
