Timestamp,Location,Current conditions,temperature,feels like,High,Low,Precipitation (%),Relative Humidity (%),Barometer (atm),Dew Point,Visibility (Miles),(Wind Direction),Wind Speed (mph)
Sun Jan 31 12:24:17 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,46,41,58,40,20,63,29.94 Rising ,34,10,NNW,12
Sun Jan 31 13:07:40 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,45,40,58,40,20,61,29.94 Steady ,33,10,NNW,12
Sun Jan 31 13:51:17 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,45,40,58,40,20,63,29.94 Steady ,33,10,NNW,10
Sun Jan 31 14:34:04 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,44,44,58,40,20,67,29.94 Steady ,33,10,NNW,4
Sun Jan 31 15:18:11 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,43,43,58,40,20,71,29.96 Rising Rapidly ,34,10,WNW,3
Sun Jan 31 16:01:43 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,43,43,58,40,20,70,29.96 Steady ,34,10,WNW,4
Sun Jan 31 16:51:30 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,42,42,58,40,20,70,29.97 Rising ,33,10,W,3
Sun Jan 31 17:35:08 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,49,49,57,40,10,55,29.99 Steady ,34,10,NNE,4
Sun Jan 31 18:20:08 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,50,50,57,40,10,54,30.00 Rising ,34,10,N,5
Sun Jan 31 19:03:56 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,53,53,57,40,10,49,30.00 Steady ,34,10,N,3
Sun Jan 31 19:49:25 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,52,52,56,40,10,52,30.01 Steady ,36,10,N,5
Sun Jan 31 20:32:14 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,54,54,56,40,10,52,30.00 Steady ,36,10,S,5
Sun Jan 31 21:16:53 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,54,54,56,40,10,49,29.98 Falling Rapidly ,35,10,CALM,0
Sun Jan 31 21:59:40 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,55,55,56,40,10,48,29.98 Steady ,35,10,CALM,0
Sun Jan 31 22:44:30 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Sunny,56,56,57,40,10,43,29.95 Steady ,34,10,CALM,0
Sun Jan 31 23:27:50 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,57,57,57,40,10,39,29.93 Falling Rapidly ,32,10,CALM,0
Mon Feb  1 00:11:47 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Sunny,56,56,57,40,10,41,29.93 Steady ,33,9,CALM,0
Mon Feb  1 00:54:43 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Sunny,57,57,57,40,10,40,29.93 Steady ,32,8,CALM,0
Mon Feb  1 01:41:00 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,56,56,57,40,10,36,29.93 Rising ,29,8,CALM,0
Mon Feb  1 02:25:00 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,56,56,57,40,10,36,29.94 Rising ,29,10,CALM,0
Mon Feb  1 03:08:40 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,55,55,57,40,10,36,29.94 Steady ,28,9,CALM,0
Mon Feb  1 03:53:21 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,52,52,57,40,10,46,29.95 Steady ,32,10,NW,1
Mon Feb  1 04:38:09 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,50,50,57,40,10,52,29.96 Steady ,33,7,NW,1
Mon Feb  1 05:21:18 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,49,49,57,40,10,56,29.97 Rising ,34,10,WNW,3
Mon Feb  1 06:06:12 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,48,46,57,40,10,59,29.97 Steady ,34,9,WNW,4
Mon Feb  1 06:49:21 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,45,42,57,40,10,68,29.98 Steady ,35,10,NW,6
Mon Feb  1 07:33:11 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,44,42,57,40,10,72,29.99 Steady ,36,10,WNW,4
Mon Feb  1 08:16:36 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,44,42,57,40,10,72,29.99 Steady ,35,10,WNW,4
Mon Feb  1 09:00:04 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,42,39,57,40,20,76,29.99 Steady ,35,10,NW,4
Mon Feb  1 09:43:01 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,43,39,57,39,20,69,29.98 Steady ,34,10,NW,7
Mon Feb  1 10:26:34 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,43,43,57,39,20,68,29.99 Rising ,33,10,NW,3
Mon Feb  1 11:09:31 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,42,42,57,39,20,69,29.99 Steady ,33,10,NW,3
Mon Feb  1 11:52:58 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,40,40,59,42,20,75,29.99 Steady ,33,10,CALM,0
Mon Feb  1 12:36:21 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,40,40,60,42,20,74,29.99 Steady ,33,10,CALM,0
Mon Feb  1 13:19:52 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,39,39,60,42,20,76,29.99 Steady ,32,10,NNW,3
Mon Feb  1 14:03:46 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,38,38,60,42,20,77,29.99 Steady ,32,10,NNW,3
Mon Feb  1 14:48:49 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,38,34,60,42,20,79,29.99 Steady ,32,10,NW,5
Mon Feb  1 15:32:34 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,37,37,60,42,20,80,30.01 Steady ,31,10,W,3
Mon Feb  1 16:17:17 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,37,37,60,42,20,80,30.01 Steady ,31,10,W,3
Mon Feb  1 17:02:04 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,40,40,60,42,20,71,30.02 Steady ,31,10,CALM,0
Mon Feb  1 17:45:52 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,44,44,59,42,20,58,30.03 Steady ,30,10,CALM,0
Mon Feb  1 18:29:22 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,47,47,58,42,20,54,30.04 Rising ,31,10,CALM,0
Mon Feb  1 19:13:08 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,51,51,58,42,20,46,30.04 Steady ,31,10,CALM,0
Mon Feb  1 19:57:58 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,51,51,58,41,20,55,30.04 Steady ,35,10,SSE,2
Mon Feb  1 20:44:23 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,53,53,58,41,20,47,30.03 Steady ,33,10,CALM,0
Mon Feb  1 21:29:23 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,54,54,57,41,20,38,30.00 Falling Rapidly ,29,10,E,5
Mon Feb  1 22:12:44 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,55,55,57,41,20,36,30.00 Steady ,28,10,ENE,4
Mon Feb  1 22:56:03 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,55,55,56,41,20,36,29.97 Steady ,28,10,SE,3
Mon Feb  1 23:42:10 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Sunny,56,56,56,41,10,34,29.95 Steady ,28,9,SE,7
Tue Feb  2 00:29:04 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,57,57,56,41,10,32,29.94 Falling ,27,10,E,7
Tue Feb  2 01:14:40 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,56,56,56,41,10,34,29.95 Rising ,28,10,ESE,6
Tue Feb  2 01:57:47 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,53,53,56,41,10,42,29.95 Steady ,31,7,E,6
Tue Feb  2 02:41:50 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,54,54,56,41,10,37,29.95 Steady ,28,9,ESE,4
Tue Feb  2 03:25:22 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,54,54,56,41,10,40,29.95 Steady ,30,10,ENE,3
Tue Feb  2 04:09:09 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,50,48,56,41,10,56,29.95 Steady ,35,6,N,5
Tue Feb  2 04:52:42 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,52,52,56,41,10,47,29.95 Steady ,32,7,WNW,1
Tue Feb  2 05:36:04 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,51,51,56,41,10,51,29.96 Steady ,33,9,SSE,5
Tue Feb  2 06:19:23 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,51,51,56,41,10,51,29.96 Steady ,34,9,SSE,4
Tue Feb  2 07:06:31 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,51,51,56,41,10,45,29.95 Steady ,30,10,WSW,3
Tue Feb  2 07:49:30 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,51,51,56,41,10,41,29.95 Steady ,28,10,CALM,0
Tue Feb  2 08:32:42 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,49,49,56,41,10,48,29.95 Steady ,30,10,CALM,0
Tue Feb  2 09:16:12 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,49,49,56,41,20,50,29.95 Steady ,31,10,CALM,0
Tue Feb  2 09:59:43 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,49,49,56,40,20,50,29.95 Steady ,31,10,CALM,0
Tue Feb  2 10:43:17 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,46,46,56,40,20,59,29.94 Steady ,33,10,CALM,0
Tue Feb  2 11:27:25 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,45,45,59,42,20,65,29.94 Steady ,34,10,N,3
Tue Feb  2 12:11:26 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,44,44,59,42,20,67,29.94 Steady ,34,10,N,3
Tue Feb  2 12:55:18 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,43,43,59,42,20,68,29.92 Steady ,33,10,NNW,3
Tue Feb  2 13:38:39 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,44,41,59,42,20,70,29.92 Steady ,34,10,NW,4
Tue Feb  2 14:22:18 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,44,44,59,42,20,68,29.92 Steady ,34,10,N,3
Tue Feb  2 15:06:40 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Cloudy,44,44,59,42,20,69,29.92 Steady ,34,10,NNE,3
Tue Feb  2 15:53:04 2010," US and USA, NV and Nevada, Las Vegas, 89101",Cloudy,44,44,59,42,20,67,29.92 Steady ,33,10,WNW,4
Tue Feb  2 16:45:34 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,44,44,59,42,20,69,29.93 Steady ,35,10,WNW,3
Tue Feb  2 17:34:03 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,47,47,59,42,20,61,29.93 Steady ,34,10,NNE,2
Tue Feb  2 18:18:38 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,49,49,58,42,20,56,29.94 Rising ,34,10,CALM,0
Tue Feb  2 19:02:49 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,52,52,58,42,20,49,29.94 Steady ,33,10,CALM,0
Tue Feb  2 19:52:13 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,53,53,58,43,20,45,29.94 Steady ,32,10,CALM,0
Tue Feb  2 20:43:23 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,54,54,58,43,20,40,29.92 Steady ,30,10,CALM,0
Tue Feb  2 21:30:13 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,55,55,58,43,20,37,29.89 Falling Rapidly ,29,10,E,6
Tue Feb  2 22:18:36 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,57,57,59,43,20,34,29.85 Falling Rapidly ,29,10,ESE,10
Tue Feb  2 23:02:54 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,57,57,59,43,20,35,29.85 Steady ,29,10,SE,9
Tue Feb  2 23:48:13 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,57,57,59,43,20,36,29.84 Steady ,30,9,ESE,4
Wed Feb  3 00:32:38 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,57,57,59,43,20,41,29.83 Steady ,33,8,E,6
Wed Feb  3 01:19:48 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,57,57,59,43,20,37,29.83 Steady ,31,10,ENE,6
Wed Feb  3 02:05:01 2010," US and USA, NV and Nevada, Las Vegas, 89101",Sunny,56,56,59,43,20,38,29.83 Steady ,30,9,NE,6
Wed Feb  3 02:53:18 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,54,54,59,43,20,43,29.83 Steady ,31,9,ENE,4
Wed Feb  3 03:40:07 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,53,53,59,43,20,47,29.83 Steady ,33,10,CALM,0
Wed Feb  3 04:28:16 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,53,53,59,43,20,45,29.83 Steady ,32,10,CALM,0
Wed Feb  3 05:15:07 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,51,51,59,43,20,52,29.83 Steady ,34,10,CALM,0
Wed Feb  3 06:02:55 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,50,50,59,43,20,54,29.83 Steady ,34,9,CALM,0
Thu Feb  4 06:05:24 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,49,46,61,40,10,58,29.76 Steady ,35,10,NW,8
Thu Feb  4 06:48:28 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,49,49,61,40,10,57,29.77 Steady ,34,10,WNW,3
Thu Feb  4 07:32:06 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,51,51,61,40,10,43,29.77 Steady ,29,10,N,9
Thu Feb  4 08:14:38 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,50,50,61,40,10,43,29.77 Steady ,28,10,NNW,10
Thu Feb  4 08:58:18 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Clear,50,46,61,40,10,43,29.78 Steady ,28,10,NW,10
Thu Feb  4 09:42:14 2010," US and USA, NV and Nevada, Las Vegas, 89101",Mostly Clear,49,47,61,41,10,44,29.78 Steady ,28,10,NNW,6
Thu Feb  4 10:25:53 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,48,43,61,41,10,46,29.79 Rising ,28,10,NW,13
Thu Feb  4 11:11:49 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,47,42,61,41,10,46,29.79 Steady ,27,10,NW,12
Thu Feb  4 11:55:20 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,46,42,60,43,10,49,29.80 Steady ,28,10,NW,9
Thu Feb  4 12:38:25 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,44,39,60,43,10,53,29.81 Steady ,28,10,WNW,9
Thu Feb  4 13:22:30 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,46,42,60,43,10,46,29.82 Rising ,26,10,NNW,7
Thu Feb  4 14:07:19 2010," US and USA, NV and Nevada, Las Vegas, 89101",Clear,45,42,60,43,10,47,29.82 Steady ,26,10,NNW,6
Wed Feb  3 06:49:39 2010," US and USA, NV and Nevada, Las Vegas, 89101",Partly Cloudy,48,48,59,43,20,60,29.83 Steady ,35,10,N,4
Wed Feb  3 07:34:14 2010," US and USA, NY and New York, New York, 10001",Snow Showers,28,21,34,29,60,89,30.08 Steady ,26,0.8,NE,7
Wed Feb  3 09:03:52 2010," US and USA, NY and New York, New York, 10001",Snow Showers,28,21,34,29,60,88,30.07 Steady ,26,2.5,NNE,7
Wed Feb  3 09:47:42 2010," US and USA, NY and New York, New York, 10001",Snow Showers,28,21,39,26,60,88,30.06 Steady ,26,2.9,NE,8
Wed Feb  3 10:31:07 2010," US and USA, NY and New York, New York, 10001",Snow Showers,29,23,39,26,70,86,30.05 Steady ,26,0.8,NE,6
Wed Feb  3 11:17:58 2010," US and USA, NY and New York, New York, 10001",Snow Showers,29,23,39,26,70,88,30.05 Steady ,26,3,NE,6
Wed Feb  3 12:02:42 2010," US and USA, NY and New York, New York, 10001",Cloudy,29,24,39,26,70,87,30.05 Steady ,26,5,NNE,5
Wed Feb  3 12:45:54 2010," US and USA, NY and New York, New York, 10001",Cloudy,29,24,39,26,70,88,30.06 Steady ,26,5,N,4
Wed Feb  3 13:29:37 2010," US and USA, NY and New York, New York, 10001",Cloudy,29,29,39,26,70,86,30.06 Rising ,26,5,NNE,4
Wed Feb  3 14:15:45 2010," US and USA, NY and New York, New York, 10001",Cloudy,29,29,39,26,100,84,30.07 Rising ,26,5,NNE,2
Wed Feb  3 15:01:45 2010," US and USA, NY and New York, New York, 10001",Cloudy,29,29,39,26,100,84,30.07 Steady ,26,5,NE,2
Wed Feb  3 15:46:34 2010," US and USA, NY and New York, New York, 10001",Cloudy,31,31,38,26,100,83,30.08 Steady ,27,6,NE,2
Wed Feb  3 16:32:26 2010," US and USA, NY and New York, New York, 10001",Cloudy,32,32,38,26,30,80,30.08 Steady ,27,6,ENE,2
Wed Feb  3 17:19:37 2010," US and USA, NY and New York, New York, 10001",Cloudy,34,29,38,26,30,79,30.06 Falling Rapidly ,28,7,W,5
Wed Feb  3 18:07:54 2010," US and USA, NY and New York, New York, 10001",Cloudy,35,28,38,26,30,76,30.06 Steady ,28,8,W,8
Wed Feb  3 18:51:02 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,35,29,37,26,30,75,30.03 Steady ,28,9,WNW,7
Wed Feb  3 19:35:18 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,36,32,37,26,20,71,30.01 Falling ,28,9,WNW,5
Wed Feb  3 20:19:22 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,38,32,37,26,20,65,30.00 Falling ,27,10,WNW,10
Wed Feb  3 21:03:41 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,38,30,37,26,20,67,30.00 Steady ,28,10,WNW,12
Wed Feb  3 21:51:46 2010," US and USA, NY and New York, New York, 10001",Cloudy,38,31,37,26,10,61,30.00 Steady ,25,10,NW,11
Wed Feb  3 22:37:19 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,37,28,37,26,10,58,30.01 Rising ,23,9,WNW,15
Wed Feb  3 23:28:14 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,37,28,37,26,10,57,30.03 Rising Rapidly ,23,10,NW,14
Thu Feb  4 00:13:10 2010," US and USA, NY and New York, New York, 10001",Cloudy,36,28,37,26,20,54,30.06 Rising Rapidly ,21,10,NW,13to20
Thu Feb  4 00:57:13 2010," US and USA, NY and New York, New York, 10001",Cloudy,36,28,37,26,20,52,30.06 Steady ,20,10,NW,13to22
Thu Feb  4 01:40:31 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,35,26,37,26,20,54,30.09 Steady ,20,10,WNW,14to17
Thu Feb  4 02:28:15 2010," US and USA, NY and New York, New York, 10001",Clear,34,26,37,26,20,56,30.12 Rising Rapidly ,20,10,NW,13to18
Thu Feb  4 03:11:26 2010," US and USA, NY and New York, New York, 10001",Clear,34,25,37,26,20,57,30.13 Rising ,20,10,NW,13
Thu Feb  4 03:55:53 2010," US and USA, NY and New York, New York, 10001",Clear,34,25,37,26,20,57,30.13 Steady ,20,10,NW,12
Thu Feb  4 04:39:09 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,33,25,37,26,20,58,30.14 Rising ,20,10,NW,12
Thu Feb  4 05:22:32 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,32,22,37,26,0,58,30.16 Rising Rapidly ,19,10,NW,15to25
Thu Feb  4 15:00:07 2010," US and USA, NY and New York, New York, 10001",Mostly Sunny,30,18,36,24,0,37,30.33 Steady ,11,10,NW,17to31
Thu Jan 28 15:39:46 2010," US and USA, NY and New York, New York, 10001",Snow,31,24,40,17,30,93,30.05 Falling ,30,0.3,SSW,7
Thu Jan 28 16:00:34 2010," US and USA, NY and New York, New York, 10001",Snow,31,24,40,17,30,93,30.05 Falling ,30,0.3,SSW,7
Thu Jan 28 16:49:53 2010," US and USA, NY and New York, New York, 10001",Flurries,34,34,41,17,70,91,30.01 Falling Rapidly ,32,4,S,2
Thu Jan 28 17:14:07 2010," US and USA, NY and New York, New York, 10001",Cloudy,35,28,41,17,70,86,30.00 Steady ,31,8,SW,8
Thu Jan 28 17:30:08 2010," US and USA, NY and New York, New York, 10001",Cloudy,35,28,38,17,80,86,30.00 Steady ,31,8,SW,8
Fri Jan 29 08:42:20 2010," US and USA, NY and New York, New York, 10001",Clear,19,3,38,17,10,34,30.20 Steady ,-1,9,WNW,20to32
Fri Jan 29 09:26:15 2010," US and USA, NY and New York, New York, 10001",Clear,19,5,38,17,10,36,30.22 Rising Rapidly ,0,9,WNW,15to26
Fri Jan 29 11:58:18 2010," US and USA, NY and New York, New York, 10001",Clear,18,3,27,14,10,38,30.26 Steady ,0,9,WNW,14to24
Fri Jan 29 12:43:00 2010," US and USA, NY and New York, New York, 10001",Clear,18,2,27,14,10,39,30.27 Steady ,0,9,WNW,17to26
Fri Jan 29 13:30:43 2010," US and USA, NY and New York, New York, 10001",Mostly Sunny,17,-1,27,14,10,40,30.28 Rising ,0,9,WNW,21to32
Fri Jan 29 14:18:33 2010," US and USA, NY and New York, New York, 10001",Mostly Sunny,17,1,27,14,10,39,30.30 Rising Rapidly ,0,10,NW,19to28
Fri Jan 29 15:03:21 2010," US and USA, NY and New York, New York, 10001",Mostly Sunny,18,1,27,14,10,41,30.30 Steady ,2,9,NW,22
Fri Jan 29 15:48:53 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,18,1,27,14,10,37,30.30 Steady ,0,9,WNW,22to26
Fri Jan 29 16:36:42 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,19,3,27,14,10,32,30.31 Rising ,-1,10,NW,21to32
Fri Jan 29 17:21:07 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,20,4,27,14,10,31,30.29 Falling Rapidly ,-1,10,NW,20to30
Fri Jan 29 18:09:35 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,21,5,25,14,10,30,30.29 Steady ,-1,10,NW,22to29
Fri Jan 29 18:54:34 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,21,6,25,14,10,29,30.26 Steady ,-2,10,WNW,19to27
Fri Jan 29 19:46:33 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,22,7,25,14,10,28,30.24 Steady ,-2,10,WNW,19to26
Fri Jan 29 20:44:23 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,23,8,25,14,10,29,30.22 Steady ,0,9,WNW,22to28
Fri Jan 29 21:28:59 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,24,9,25,14,10,29,30.23 Rising ,0,9,WNW,21to29
Fri Jan 29 22:15:36 2010," US and USA, NY and New York, New York, 10001",Mostly Sunny,24,10,25,14,10,28,30.24 Rising ,0,9,NW,17to29
Fri Jan 29 23:00:31 2010," US and USA, NY and New York, New York, 10001",Mostly Sunny,23,9,25,14,10,30,30.24 Steady ,0,8,NW,17to32
Fri Jan 29 23:44:47 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,22,8,25,14,10,33,30.25 Steady ,2,8,NW,18to24
Sat Jan 30 00:28:52 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,22,9,25,14,10,33,30.26 Rising ,2,9,NW,15
Sat Jan 30 01:13:01 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,21,9,25,14,10,36,30.27 Rising ,2,9,WNW,13to18
Sat Jan 30 01:56:58 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,21,8,25,14,10,40,30.27 Steady ,3,8,NW,13to23
Sat Jan 30 02:41:16 2010," US and USA, NY and New York, New York, 10001",Clear,20,7,25,14,10,37,30.28 Steady ,2,9,NW,14to24
Sat Jan 30 03:24:47 2010," US and USA, NY and New York, New York, 10001",Clear,19,6,25,14,10,42,30.29 Rising ,3,9,WNW,13to26
Sat Jan 30 04:08:43 2010," US and USA, NY and New York, New York, 10001",Clear,19,6,25,14,10,45,30.29 Steady ,4,8,WNW,13to26
Sat Jan 30 04:52:29 2010," US and USA, NY and New York, New York, 10001",Clear,18,3,25,14,10,42,30.30 Steady ,2,9,WNW,17to30
Sat Jan 30 05:36:13 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,18,3,25,14,10,42,30.30 Steady ,2,9,NW,15to29
Sat Jan 30 06:20:19 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,18,3,25,14,10,42,30.30 Steady ,2,9,NW,15to29
Sat Jan 30 07:06:18 2010," US and USA, NY and New York, New York, 10001",Partly Cloudy,17,4,25,14,10,41,30.30 Steady ,0,9,NW,12
Sat Jan 30 07:48:59 2010," US and USA, NY and New York, New York, 10001",Mostly Clear,16,1,25,14,10,40,30.30 Steady ,-1,9,WNW,15to29
Sat Jan 30 08:32:13 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,16,2,25,14,10,42,30.31 Steady ,0,9,NW,14to27
Sat Jan 30 11:14:00 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,16,1,25,16,10,41,30.29 Falling ,-1,10,NW,14to20
Sat Jan 30 12:01:49 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,15,1,25,16,10,42,30.29 Steady ,-1,9,NW,14to22
Sat Jan 30 12:45:26 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,15,1,25,16,10,38,30.29 Steady ,-3,10,NW,13to23
Sat Jan 30 13:28:39 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,14,0,25,16,10,37,30.29 Steady ,-4,10,NW,12
Sat Jan 30 14:12:51 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,14,1,25,16,10,34,30.30 Rising ,-5,10,NW,11
Sat Jan 30 14:57:07 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,15,1,25,16,10,33,30.30 Steady ,-6,10,NW,11
Sat Jan 30 15:42:45 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,15,1,25,16,10,31,30.29 Steady ,-6,10,NNW,13
Sat Jan 30 16:27:43 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,15,1,25,16,10,31,30.29 Steady ,-6,10,NNW,14
Sat Jan 30 17:12:10 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,17,6,25,16,10,30,30.25 Falling Rapidly ,-4,10,N,9
Sat Jan 30 17:55:21 2010," US and USA, NY and New York, New York, 10001",Mostly Cloudy,18,6,24,16,10,30,30.25 Steady ,-4,10,N,9
Sat Jan 30 18:39:20 2010," US and USA, NY and New York, New York, 10001",Cloudy,18,7,24,16,10,33,30.21 Steady ,-2,10,N,9
