source,entity,domain
50,760,14764168
51,760,14711068
52,760,14764168
53,760,14762354
54,760,
55,760,
1,768,841901
2,768,847639
3,768,838462
4,768,841901
5,768,841201
6,768,841201
7,768,841201
8,768,841201
9,768,841201
10,768,841901
11,768,787312
12,768,841901
13,768,841201
14,768,841201
15,768,841201
16,768,841901
17,768,830372
18,768,787302
19,768,841901
20,768,841901
21,768,841201
22,768,841201
23,768,710899
24,768,
25,768,
26,768,832900
27,768,3939
28,768,841201
29,768,841901
30,768,841901
31,768,745065
32,768,841201
33,768,842401
34,768,841801
35,768,841901
36,768,841901
37,768,841201
38,768,3939
39,768,0
40,768,
41,768,841901
42,768,841201
43,768,841900
44,768,214206
45,768,
46,768,787312
47,768,841801
48,768,841901
49,768,841901
50,768,838799
51,768,838462
52,768,841201
53,768,841801
54,768,
55,768,
1,776,2111653
2,776,1881146
3,776,2109000
4,776,2111653
5,776,2110353
6,776,2110353
7,776,2110353
8,776,2108069
9,776,2108069
10,776,2109233
11,776,2108069
12,776,2109369
13,776,2108069
14,776,2108069
15,776,2108069
16,776,2109369
17,776,2109269
18,776,2109369
19,776,2112553
20,776,2110000
21,776,2108069
22,776,2108069
23,776,1795991
24,776,
25,776,
26,776,2078500
27,776,7567
28,776,2108069
29,776,2110000
30,776,2109369
31,776,2016384
32,776,2108069
33,776,2112553
34,776,2112453
35,776,2109369
36,776,2109369
37,776,2108069
38,776,7567
39,776,1863684
40,776,
41,776,2111653
42,776,2110353
43,776,2110000
44,776,466037
45,776,
46,776,2108069
47,776,2109269
48,776,2109369
49,776,2109369
50,776,2100392
51,776,2109233
52,776,2108069
53,776,2109269
54,776,
55,776,
1,792,1463737
2,792,1430616
3,792,1458000
4,792,1463737
5,792,1460237
6,792,1460237
7,792,1460237
8,792,1454878
9,792,1454878
10,792,1458378
11,792,1454878
12,792,1458378
13,792,1454878
14,792,1454878
15,792,1454878
16,792,1458378
17,792,1458278
18,792,1367189
19,792,1482775
20,792,1460000
21,792,1456561
22,792,1458537
23,792,1369107
24,792,
25,792,
26,792,1442000
27,792,25759
28,792,1454878
29,792,1460000
30,792,1458378
31,792,1454378
32,792,1454878
33,792,1482775
34,792,1482675
35,792,1458378
36,792,1458378
37,792,1454878
38,792,28221
39,792,0
40,792,
41,792,1463737
42,792,1460237
43,792,1460000
44,792,156139
45,792,
46,792,1454878
47,792,1459961
48,792,1458378
49,792,1458378
50,792,1474975
51,792,1457758
52,792,1454878
53,792,1458278
54,792,
55,792,
1,803,2569407
2,803,2537517
3,803,2565000
4,803,2569407
5,803,2567207
6,803,2567207
7,803,2567207
8,803,2566907
9,803,2566907
10,803,2565440
11,803,2566501
12,803,2569107
13,803,2566907
14,803,2566907
15,803,2566907
16,803,2569107
17,803,2567301
18,803,2568701
19,803,2571900
20,803,2570000
21,803,2567207
22,803,2567207
23,803,2503115
24,803,
25,803,
26,803,2532900
27,803,7260
28,803,2566907
29,803,2570000
30,803,2569107
31,803,2566501
32,803,2566907
33,803,0
34,803,2570500
35,803,2569107
36,803,2569107
37,803,2566907
38,803,7666
39,803,2392028
40,803,
41,803,2569407
42,803,2567207
43,803,2570000
44,803,273588
45,803,
46,803,2566501
47,803,2568007
48,803,2568701
49,803,2568701
50,803,2561240
51,803,2565440
52,803,2566501
53,803,2567707
54,803,
55,803,
1,806,228489
2,806,221248
3,806,227649
4,806,228489
5,806,228389
6,806,228389
7,806,228389
8,806,228389
9,806,228389
10,806,228489
11,806,228289
12,806,228389
13,806,228389
14,806,228389
15,806,228389
16,806,228489
17,806,228389
18,806,199778
19,806,228798
20,806,228489
21,806,228289
22,806,228389
23,806,207270
24,806,
25,806,
26,806,224900
27,806,3619
28,806,228389
29,806,228489
30,806,228489
31,806,226094
32,806,228389
33,806,228798
34,806,228798
35,806,228489
36,806,228489
37,806,228389
38,806,3619
39,806,0
40,806,
41,806,228698
42,806,228598
43,806,228390
44,806,39961
45,806,
46,806,228289
47,806,228489
48,806,228389
49,806,228389
50,806,227498
51,806,227649
52,806,228289
53,806,228489
54,806,
55,806,
1,813,1732725
2,813,1595590
3,813,1730000
4,813,1732725
5,813,1729943
6,813,1729943
7,813,1729943
8,813,1729013
9,813,1729013
10,813,1729795
11,813,1729013
12,813,1731795
13,813,1729013
14,813,1729013
15,813,1729013
16,813,1731795
17,813,1731795
18,813,1731795
19,813,1734220
20,813,1730000
21,813,1729013
22,813,1729013
23,813,1498297
24,813,
25,813,
26,813,1707100
27,813,4538
28,813,1729013
29,813,1730000
30,813,1731795
31,813,1718634
32,813,1729013
33,813,1734220
34,813,1734220
35,813,1731795
36,813,1731795
37,813,1729013
38,813,4538
39,813,0
40,813,
41,813,1733720
42,813,1730938
43,813,1730000
44,813,410349
45,813,
46,813,1729013
47,813,1731795
48,813,1731795
49,813,1729795
50,813,1729855
51,813,1729795
52,813,1729013
53,813,1731795
54,813,
55,813,
1,825,3751793
2,825,3410046
3,825,3748000
4,825,3751793
5,825,3571747
6,825,3571747
7,825,3571747
8,825,3571047
9,825,3571047
10,825,3748066
11,825,3569631
12,825,3751093
13,825,3571047
14,825,3571047
15,825,3571047
16,825,3751093
17,825,3745912
18,825,3748527
19,825,3761740
20,825,3750000
21,825,3571747
22,825,3571747
23,825,3083854
24,825,
25,825,
26,825,3701900
27,825,89970
28,825,3571047
29,825,3750000
30,825,3751093
31,825,3568481
32,825,3571047
33,825,3761740
34,825,3759125
35,825,3751093
36,825,3751093
37,825,3571047
38,825,98733
39,825,3120884
40,825,
41,825,3752493
42,825,3572447
43,825,3750000
44,825,550238
45,825,
46,825,3569631
47,825,3749178
48,825,3748527
49,825,3748527
50,825,3751040
51,825,3748066
52,825,3569631
53,825,3748478
54,825,
55,825,
1,829,3683728
2,829,3351002
3,829,3681000
4,829,3683628
5,829,3682034
6,829,3682034
7,829,3682034
8,829,3681634
9,829,3681634
10,829,3682528
11,829,3367906
12,829,3682528
13,829,3681634
14,829,3681634
15,829,3681634
16,829,3683228
17,829,3682328
18,829,3682528
19,829,3690022
20,829,3680000
21,829,3681634
22,829,3681634
23,829,3093169
24,829,
25,829,
26,829,3628100
27,829,74006
28,829,3681634
29,829,3680000
30,829,3683228
31,829,3680934
32,829,3681634
33,829,3692833
34,829,3689822
35,829,3683228
36,829,3683228
37,829,3681634
38,829,74006
39,829,0
40,829,
41,829,3683628
42,829,3682034
43,829,3680000
44,829,873308
45,829,
46,829,3367906
47,829,3683028
48,829,3680826
49,829,3682428
50,829,3672308
51,829,3680826
52,829,3680934
53,829,3683028
54,829,
55,829,
1,835,5383838
2,835,5291883
3,835,5373000
4,835,5383838
5,835,5376838
6,835,5376838
7,835,5376838
8,835,5375998
9,835,5375998
10,835,5374798
11,835,5375898
12,835,5382998
13,835,5375998
14,835,5375998
15,835,5375998
16,835,5382998
17,835,5378898
18,835,5382998
19,835,5383838
20,835,5380000
21,835,5376238
22,835,5376238
23,835,4845596
24,835,
25,835,
26,835,5312000
27,835,26014
28,835,5375998
29,835,5380000
30,835,5382998
31,835,5368298
32,835,5375998
33,835,5388920
34,835,5379738
35,835,5382998
36,835,5382998
37,835,5375998
38,835,25814
39,835,0
40,835,
41,835,5383838
42,835,5376838
43,835,5380000
44,835,1205561
45,835,
46,835,5375898
47,835,5378898
48,835,5382998
49,835,5382998
50,835,5377288
51,835,5373286
52,835,5375998
53,835,5378898
54,835,
55,835,
1,838,6380973
2,838,6047383
3,838,6365000
4,838,6380973
5,838,6379373
6,838,6379373
7,838,6379373
8,838,6379373
9,838,6379373
10,838,6379380
11,838,6061751
12,838,6380973
13,838,6379373
14,838,6379373
15,838,6379373
16,838,6380973
17,838,6379725
18,838,5555220
19,838,6380973
20,838,6380000
21,838,6379373
22,838,6379373
23,838,5079854
24,838,
25,838,
26,838,6309100
27,838,93079
28,838,6379373
29,838,6380000
30,838,6380973
31,838,5776863
32,838,6379373
33,838,6419971
34,838,6379725
35,838,6380973
36,838,6380973
37,838,6379373
38,838,93079
39,838,5559512
40,838,
41,838,6380973
42,838,6379373
43,838,6360000
44,838,1000664
45,838,
46,838,6061751
47,838,6379725
48,838,6364697
49,838,6380973
50,838,6354807
51,838,6364597
52,838,6379373
53,838,6379725
54,838,
55,838,
1,848,2185264
2,848,2081820
3,848,2184000
4,848,2185264
5,848,2180064
6,848,2180064
7,848,2180064
8,848,2180064
9,848,2180064
10,848,2184340
11,848,1961654
12,848,2185264
13,848,2180064
14,848,2180064
15,848,2180064
16,848,2185264
17,848,2129736
18,848,2183796
19,848,2185264
20,848,2190000
21,848,2179864
22,848,2180064
23,848,1552498
24,848,
25,848,
26,848,2168300
27,848,65497
28,848,2180064
29,848,2190000
30,848,2185264
31,848,1865183
32,848,2180064
33,848,2222901
34,848,2182164
35,848,2185264
36,848,2185264
37,848,2180064
38,848,65497
39,848,1691494
40,848,
41,848,2185264
42,848,2180064
43,848,2190000
44,848,421612
45,848,
46,848,1961654
47,848,2182164
48,848,2185064
49,848,2185064
50,848,2179114
51,848,2183596
52,848,2179864
53,848,2182164
54,848,
55,848,
1,849,3429156
2,849,3462758
3,849,3429000
4,849,3429156
5,849,3428656
6,849,3428656
7,849,3428656
8,849,3428256
9,849,3428256
10,849,3428756
11,849,3264300
12,849,3428756
13,849,3428256
14,849,3428256
15,849,3428256
16,849,3428756
17,849,3416727
18,849,2831317
19,849,3429156
20,849,3430000
21,849,3428256
22,849,3428256
23,849,2922290
24,849,
25,849,
26,849,3384800
27,849,89794
28,849,3428256
29,849,3430000
30,849,3428756
31,849,3027560
32,849,3428256
33,849,3517820
34,849,3429156
35,849,3428756
36,849,3428756
37,849,3428256
38,849,90194
39,849,0
40,849,
41,849,3428756
42,849,3428256
43,849,3430000
44,849,1736688
45,849,
46,849,3264300
47,849,3428756
48,849,3428756
49,849,3150714
50,849,3427556
51,849,3428756
52,849,3428256
53,849,3428756
54,849,
55,849,
1,861,15329183
2,861,15149487
3,861,15297000
4,861,15329183
5,861,15262555
6,861,15262555
7,861,15262555
8,861,15261155
9,861,15261155
10,861,15315956
11,861,15253908
12,861,15327483
13,861,15260855
14,861,15260855
15,861,15260855
16,861,15327483
17,861,15312203
18,861,14115691
19,861,15354597
20,861,15330000
21,861,15262555
22,861,15262555
23,861,14494749
24,861,
25,861,
26,861,15163300
27,861,20243
28,861,15260855
29,861,15330000
30,861,15327483
31,861,15249328
32,861,15260855
33,861,15354597
34,861,15350844
35,861,15327483
36,861,15327783
37,861,15261155
38,861,27490
39,861,13281541
40,861,
41,861,15329655
42,861,15263027
43,861,15330000
44,861,4025065
45,861,
46,861,15253908
47,861,15325430
48,861,15315956
49,861,15315956
50,861,15312798
51,861,15297153
52,861,15260855
53,861,15323730
54,861,
55,861,
1,863,9691691
2,863,9263697
3,863,9689000
4,863,9691691
5,863,9690691
6,863,9690691
7,863,9690691
8,863,9687961
9,863,9687961
10,863,9688557
11,863,9687961
12,863,9688961
13,863,9687961
14,863,9687961
15,863,9687961
16,863,9688961
17,863,9688961
18,863,9015569
19,863,9693375
20,863,9690000
21,863,9687961
22,863,9687961
23,863,9084532
24,863,
25,863,
26,863,9575400
27,863,13208
28,863,9687961
29,863,9690000
30,863,9688961
31,863,9671189
32,863,9687961
33,863,9693375
34,863,9693375
35,863,9688961
36,863,9688961
37,863,9687961
38,863,6110
39,863,0
40,863,
41,863,9691991
42,863,9690991
43,863,9690000
44,863,2098257
45,863,
46,863,9687961
47,863,9688961
48,863,9688961
49,863,9688961
50,863,9547346
51,863,9688557
52,863,9687961
53,863,9688961
54,863,
55,863,
1,877,11620332
2,877,10997630
3,877,11614000
4,877,11620332
5,877,11567978
6,877,11567978
7,877,11567978
8,877,11567978
9,877,11567978
10,877,11614432
11,877,10961276
12,877,11620332
13,877,11567978
14,877,11567978
15,877,11567978
16,877,11620332
17,877,11590526
18,877,10041782
19,877,11622336
20,877,11620000
21,877,11567978
22,877,11567978
23,877,9075377
24,877,
25,877,
26,877,11463000
27,877,33078
28,877,11567978
29,877,11620000
30,877,11620332
31,877,10192131
32,877,11567978
33,877,11648293
34,877,11617900
35,877,11620332
36,877,11620332
37,877,11567978
38,877,33078
39,877,9821103
40,877,
41,877,11620332
42,877,11567978
43,877,11610000
44,877,4883885
45,877,
46,877,10961276
47,877,11615896
48,877,11614232
49,877,11614432
50,877,11593311
51,877,11614232
52,877,11567978
53,877,11615896
54,877,
55,877,
1,888,5003397
2,888,4916665
3,888,4993000
4,888,5003397
5,888,4994904
6,888,4994904
7,888,4994904
8,888,4992044
9,888,4992044
10,888,4993611
11,888,4861357
12,888,5000537
13,888,4992044
14,888,4992044
15,888,4992044
16,888,5000537
17,888,4981688
18,888,4748149
19,888,5004397
20,888,5000000
21,888,4985584
22,888,4992464
23,888,4513835
24,888,
25,888,
26,888,4939000
27,888,19368
28,888,4992044
29,888,5000000
30,888,5000537
31,888,4698724
32,888,4992044
33,888,5011013
34,888,5003897
35,888,5000537
36,888,5000957
37,888,4992044
38,888,19768
39,888,4612955
40,888,
42,888,4992044
43,888,4990000
44,888,531043
45,888,
46,888,4861357
47,888,5000457
48,888,4992911
49,888,4762515
50,888,4994102
51,888,4992911
52,888,4985584
53,888,5000037
54,888,
55,888,
1,895,1669457
2,895,1652889
3,895,1659000
4,895,1669457
5,895,1669157
6,895,1669157
7,895,1669157
8,895,1668957
9,895,1668957
10,895,1659275
11,895,1528763
12,895,1669257
13,895,1668957
14,895,1668957
15,895,1668957
16,895,1669257
17,895,1619554
18,895,1512384
19,895,1669457
20,895,1670000
21,895,1668957
22,895,1668957
23,895,1344177
24,895,
25,895,
26,895,1652900
27,895,31811
28,895,1668957
29,895,1670000
30,895,1669257
31,895,1469770
32,895,1668957
33,895,1671645
34,895,1669357
35,895,1669257
36,895,1669257
37,895,1668957
38,895,32011
39,895,1445266
40,895,
41,895,1669257
42,895,1668957
43,895,1660000
44,895,213342
45,895,
46,895,1528763
47,895,1669157
48,895,1659275
49,895,1669057
50,895,1663157
51,895,1659275
52,895,1668757
53,895,1669157
54,895,
55,895,
1,913,3345285
2,913,3342784
3,913,3275000
4,913,3345285
5,913,3335648
6,913,3335648
7,913,3335648
8,913,3333884
9,913,3333884
10,913,3343521
11,913,3333884
12,913,3343521
13,913,3333884
14,913,3333884
15,913,3333884
16,913,3343521
17,913,3343021
18,913,3275164
19,913,3349171
20,913,3340000
21,913,3334548
22,913,3335648
23,913,3172013
24,913,
25,913,
26,913,3241400
27,913,76290
28,913,3333884
29,913,3340000
30,913,3343521
31,913,3333552
32,913,3333884
33,913,3349171
34,913,3348671
35,913,3343521
36,913,3343521
37,913,3333884
38,913,76290
39,913,2814055
40,913,
41,913,3345285
42,913,3335648
43,913,3350000
44,913,208491
45,913,
46,913,3333884
47,913,3343685
48,913,3343521
49,913,3343521
50,913,3339602
51,913,3275164
52,913,3333884
53,913,3343021
54,913,
55,913,
1,922,4006925
2,922,3772706
3,922,4002000
4,922,4006925
5,922,4005824
6,922,4005824
7,922,4005824
8,922,4003724
9,922,4003724
10,922,4004825
11,922,4003724
12,922,4004825
13,922,4003724
14,922,4003724
15,922,4003724
16,922,4004825
17,922,4004825
18,922,4004825
19,922,4006925
20,922,4000000
21,922,4003824
22,922,4003824
23,922,3708229
24,922,
25,922,
26,922,3963300
27,922,5400
28,922,4003724
29,922,4000000
30,922,4004825
31,922,4003724
32,922,4003724
33,922,4014297
34,922,4014297
35,922,4004825
36,922,4004825
37,922,4003724
38,922,5400
39,922,0
40,922,
41,922,4006925
42,922,4005824
43,922,4010000
44,922,477561
45,922,
46,922,4003724
47,922,4004825
48,922,4004825
49,922,4004825
50,922,3999321
51,922,4001625
52,922,4003724
53,922,4004825
54,922,
55,922,
1,940,1653811
2,940,1614083
3,940,1634000
4,940,1653811
5,940,1653505
6,940,1653505
7,940,1653505
8,940,1642570
9,940,1642570
10,940,1634244
11,940,1642570
12,940,1642876
13,940,1642570
14,940,1642570
15,940,1642570
16,940,1642876
17,940,1642476
18,940,1642876
19,940,1659411
20,940,1640000
21,940,1642570
22,940,1642570
23,940,1555686
24,940,
25,940,
26,940,1621600
27,940,24873
28,940,1642570
29,940,1640000
30,940,1642876
31,940,1642570
32,940,1642570
33,940,1663017
34,940,1659011
35,940,1642876
36,940,1642876
37,940,1642570
38,940,28573
39,940,0
40,940,
41,940,1653811
42,940,1653505
43,940,1640000
44,940,165925
45,940,
46,940,1642570
47,940,1642476
48,940,1642876
49,940,1642876
50,940,1656617
51,940,1634244
52,940,1642570
53,940,1642476
54,940,
55,940,
1,949,6387931
2,949,6330121
3,949,6379000
4,949,6387831
5,949,6375108
6,949,6375108
7,949,6375108
8,949,6375108
9,949,6375108
10,949,6387831
11,949,6237314
12,949,6387831
13,949,6375108
14,949,6375108
15,949,6375108
16,949,6387831
17,949,6334678
18,949,6387020
19,949,6387831
20,949,6390000
21,949,6375108
22,949,6375108
23,949,5784745
24,949,
25,949,
26,949,6327300
27,949,56331
28,949,6375108
29,949,6390000
30,949,6387831
31,949,6044082
32,949,6375108
33,949,6400876
34,949,6385231
35,949,6387831
36,949,6387831
37,949,6375108
38,949,56331
39,949,5903402
40,949,
41,949,6387831
42,949,6375108
43,949,6380000
44,949,575266
45,949,
46,949,6237314
47,949,6385231
48,949,6379966
49,949,6387831
50,949,6366188
51,949,6379006
52,949,6375108
53,949,6385231
54,949,
55,949,
1,959,3342206
2,959,3247302
3,959,3342000
4,959,3342206
5,959,3333306
6,959,3333306
7,959,3333306
8,959,3333306
9,959,3333306
10,959,3342206
11,959,3333306
12,959,3342206
13,959,3333306
14,959,3333306
15,959,3333306
16,959,3342206
17,959,3341656
18,959,3339320
19,959,3343824
20,959,3340000
21,959,3333306
22,959,3333306
23,959,3092852
24,959,
25,959,
26,959,3330000
27,959,1618
28,959,3333306
29,959,3340000
30,959,3342206
31,959,3328038
32,959,3333306
33,959,3343824
34,959,3343274
35,959,3342206
36,959,3342206
37,959,3333306
38,959,1618
39,959,0
40,959,
41,959,3342206
42,959,3333306
43,959,3340000
44,959,532876
45,959,
46,959,3333306
47,959,3341656
48,959,3342206
49,959,3342206
50,959,3332207
51,959,3342206
52,959,3333306
53,959,3341656
54,959,
55,959,
1,960,7198371
2,960,7024304
3,960,7198000
4,960,7198371
5,960,7195721
6,960,7195721
7,960,7195721
8,960,7195721
9,960,7195721
10,960,7198371
11,960,7137874
12,960,7198371
13,960,7195721
14,960,7195721
15,960,7195721
16,960,7198371
17,960,7191171
18,960,7082891
19,960,7199156
20,960,7200000
21,960,7195721
22,960,7195721
23,960,6832350
24,960,
25,960,
26,960,7086800
27,960,8524
28,960,7195721
29,960,7200000
30,960,7198371
31,960,6954342
32,960,7195721
33,960,7208454
34,960,7199156
35,960,3007149
36,960,7198371
37,960,7195721
38,960,8524
39,960,0
40,960,
41,960,7198371
42,960,7195721
43,960,7200000
44,960,477623
45,960,
46,960,7137874
47,960,7198371
48,960,7197871
49,960,7198121
50,960,7188080
51,960,7197871
52,960,7195721
53,960,7198371
54,960,
55,960,
1,968,5728446
2,968,5371439
3,968,5720000
4,968,5728346
5,968,5725846
6,968,5725846
7,968,5725846
8,968,5717657
9,968,5717657
10,968,5720057
11,968,5717657
12,968,5720157
13,968,5717657
14,968,5717657
15,968,5717657
16,968,5720157
17,968,5720157
18,968,5720157
19,968,5731646
20,968,5720000
21,968,5719046
22,968,5719046
23,968,4921622
24,968,
25,968,
26,968,5644300
27,968,9560
28,968,5717657
29,968,5720000
30,968,5720157
31,968,5553392
32,968,5717657
33,968,5736396
34,968,5731646
35,968,5720157
36,968,5720157
37,968,5717657
38,968,8289
39,968,4986406
40,968,
41,968,5728346
42,968,5725846
43,968,5730000
44,968,829730
45,968,
46,968,5717657
47,968,5720157
48,968,5720157
49,968,5720157
50,968,5690738
51,968,5720057
52,968,5717657
53,968,5720157
54,968,
55,968,
1,970,10827832
2,970,10035055
3,970,10802000
4,970,10827832
5,970,10793912
6,970,10793912
7,970,10793912
8,970,10784810
9,970,10784810
10,970,10801715
11,970,10784810
12,970,10818730
13,970,10784810
14,970,10784810
15,970,10784810
16,970,10818730
17,970,10818730
18,970,9609875
19,970,10832590
20,970,10820000
21,970,10788612
22,970,10793912
23,970,9997886
24,970,
25,970,
26,970,10723000
27,970,162114
28,970,10784810
29,970,10820000
30,970,10818730
31,970,10784810
32,970,10784810
33,970,10845405
34,970,10832590
35,970,10818730
36,970,10818730
37,970,10784810
38,970,153012
39,970,9590881
40,970,
41,970,10827832
42,970,10793912
43,970,10830000
44,970,1438211
45,970,
46,970,10784810
47,970,10818730
48,970,10818730
49,970,10818730
50,970,10811315
51,970,10801715
52,970,10784810
53,970,10818730
54,970,
55,970,
1,976,1056772
2,976,973325
3,976,1054000
4,976,1056772
5,976,1056672
6,976,1056672
7,976,1056672
8,976,1056307
9,976,1056307
10,976,1056407
11,976,1054925
12,976,1056407
13,976,1056307
14,976,1056307
15,976,1056307
16,976,1056407
17,976,1055453
18,976,922205
19,976,1056972
20,976,1060000
21,976,1056407
22,976,1056407
23,976,970839
24,976,
25,976,
26,976,1032100
27,976,6543
28,976,1056307
29,976,1060000
30,976,1056407
31,976,1050440
32,976,1056307
33,976,1058155
34,976,1056972
35,976,1006858
36,976,1056407
37,976,1056307
38,976,6543
39,976,929854
40,976,
41,976,1056872
42,976,1056772
43,976,1060000
44,976,119550
45,976,
46,976,1054925
47,976,1056407
48,976,1056407
49,976,1056407
50,976,1053322
51,976,1054309
52,976,1056307
53,976,1056407
54,976,
55,976,
1,980,9027217
2,980,8434193
3,980,8813000
4,980,9027217
5,980,9019309
6,980,9019309
7,980,9019309
8,980,8986009
9,980,8986009
10,980,8994917
11,980,8986009
12,980,8993917
13,980,8986009
14,980,8986009
15,980,8986009
16,980,8993917
17,980,8991685
18,980,8991685
19,980,9036837
20,980,8990000
21,980,9017909
22,980,9017909
23,980,8261498
24,980,
25,980,
26,980,8723300
27,980,255344
28,980,8986009
29,980,8990000
30,980,8993917
31,980,8983677
32,980,8986009
33,980,9036837
34,980,9036837
35,980,8993917
36,980,8993917
37,980,8986009
38,980,263664
39,980,0
40,980,
41,980,9027517
42,980,9019609
43,980,9030000
44,980,1747435
45,980,
46,980,8986009
47,980,9025017
48,980,8991685
49,980,8991685
50,980,8914044
51,980,8812703
52,980,8983777
53,980,8993917
54,980,
55,980,
1,981,1330531
2,981,1294103
3,981,1276000
4,981,1330531
5,981,1329631
6,981,1329631
7,981,1329631
8,981,1276581
9,981,1276581
10,981,1277681
11,981,1276581
12,981,1277481
13,981,1276581
14,981,1276581
15,981,1276581
16,981,1277481
17,981,1277481
18,981,1194856
19,981,1334824
20,981,1280000
21,981,1287181
22,981,1329631
23,981,1243776
24,981,
25,981,
26,981,1260400
27,981,99970
28,981,1276581
29,981,1280000
30,981,1277481
31,981,1276581
32,981,1276581
33,981,1334824
34,981,1334824
35,981,1277481
36,981,1277481
37,981,1276581
38,981,57420
39,981,0
40,981,
41,981,1330531
42,981,1329631
43,981,1330000
44,981,219364
45,981,
46,981,1276581
47,981,1292581
48,981,1277481
49,981,1277481
50,981,1319841
51,981,1275729
52,981,1276581
53,981,1277481
54,981,
55,981,
1,984,2252136
2,984,2120608
3,984,2238000
4,984,2252136
5,984,2248643
6,984,2248643
7,984,2248643
8,984,2247843
9,984,2247843
10,984,2238479
11,984,2138880
12,984,2251336
13,984,2247843
14,984,2247843
15,984,2247843
16,984,2251336
17,984,2250036
18,984,2251336
19,984,2268000
20,984,2250000
21,984,2247843
22,984,2247843
23,984,2016100
24,984,
25,984,
26,984,2217700
27,984,32388
28,984,2247843
29,984,2250000
30,984,2251336
31,984,2230043
32,984,2247843
33,984,2268100
34,984,2266700
35,984,2251336
36,984,2251336
37,984,2247843
38,984,31588
39,984,1831060
40,984,
41,984,2252136
42,984,2248643
43,984,2250000
44,984,914408
45,984,
46,984,2247843
47,984,2250036
48,984,2251336
49,984,2251336
50,984,2244088
51,984,2238479
52,984,2247843
53,984,2250036
54,984,
55,984,
1,988,1128328
2,988,1047470
3,988,1119000
4,988,1128328
5,988,1124828
6,988,1124828
7,988,1124828
8,988,1124828
9,988,1124828
10,988,1127467
11,988,1124828
12,988,1128328
13,988,1124828
14,988,1124828
15,988,1124828
16,988,1128328
17,988,1127428
18,988,1128228
19,988,1130160
20,988,1130000
21,988,1124828
22,988,1124828
23,988,954446
24,988,
25,988,
26,988,1193700
27,988,5980
28,988,1124828
29,988,1130000
30,988,1128328
31,988,1115282
32,988,1124828
33,988,1130160
34,988,1129260
35,988,1128328
36,988,1128328
37,988,1124828
38,988,6080
39,988,868446
40,988,
41,988,1128328
42,988,1124828
43,988,1130000
44,988,272810
45,988,
46,988,1124828
47,988,
48,988,1128228
49,988,1128228
50,988,1126321
51,988,1123480
52,988,1124828
53,988,1127428
54,988,
55,988,
1,989,12848472
2,989,11909197
3,989,12834000
4,989,12848472
5,989,12828947
6,989,12828947
7,989,12828947
8,989,12828347
9,989,12828347
10,989,12847586
11,989,12391090
12,989,12847872
13,989,12828347
14,989,12828347
15,989,12828347
16,989,12847872
17,989,12842033
18,989,12845125
19,989,12902982
20,989,12850000
21,989,12828347
22,989,12828347
23,989,11511812
24,989,
25,989,
26,989,12693900
27,989,88065
28,989,12828347
29,989,12850000
30,989,12847872
31,989,12776548
32,989,12828347
33,989,12913200
34,989,12897143
35,989,11914798
36,989,12847872
37,989,12828347
38,989,88065
39,989,11553799
40,989,
41,989,12848472
42,989,12828947
43,989,12850000
44,989,1231461
45,989,
46,989,12828347
47,989,12842033
48,989,12845125
49,989,12847772
50,989,12875741
51,989,12834161
52,989,12828347
53,989,12842033
54,989,
55,989,
1,998,414802
2,998,407874
3,998,411302
4,998,414702
5,998,414178
6,998,414178
7,998,414178
8,998,413548
9,998,413548
10,998,414172
11,998,412648
12,998,414172
13,998,413548
14,998,413548
15,998,413548
16,998,414172
17,998,414172
18,998,411702
19,998,415302
20,998,414172
21,998,413778
22,998,413978
23,998,379596
24,998,
25,998,
26,998,406200
27,998,6311
28,998,413548
29,998,414172
30,998,414172
31,998,412648
32,998,413548
33,998,416698
34,998,415302
35,998,414172
36,998,414172
37,998,413548
38,998,5681
39,998,0
40,998,
41,998,414802
42,998,414178
43,998,414800
44,998,73637
45,998,
46,998,412648
47,998,414172
48,998,414172
49,998,414172
50,998,414102
51,998,411302
52,998,413548
53,998,414172
54,998,
55,998,
