source,entity,Domain,Conditions,Humidity,day
3,5248,Memphis,Clear,81,1
4,5248,Memphis,Clear,43,1
5,5248,Memphis,Clear,81,1
6,5248,Memphis,Clear,86,1
7,5248,Memphis,Clear,83,1
14,5248,Memphis,Mostly Clear,73,1
8,5248,Memphis,Clear,77,1
9,5248,Memphis,Freezing Fog AdvisoryClear,86,1
15,5248,Memphis,Clear,81,1
10,5248,Memphis,clear sky,79,1
11,5248,Memphis,Clear,81,1
12,5248,Memphis,Clear,77,1
13,5248,Memphis,Fair,81,1
1,5263,Memphis,Partly Cloudy,,1
2,5263,Memphis,Partly Cloudy,70,1
3,5263,Memphis,Scattered Clouds,67,1
4,5263,Memphis,Scattered Clouds,28,1
5,5263,Memphis,Partly Sunny,67,1
6,5263,Memphis,Partly Cloudy,70,1
7,5263,Memphis,Mostly Sunny,68,1
14,5263,Memphis,Partly Cloudy,67,1
8,5263,Memphis,Partly Sunny,66,1
9,5263,Memphis,Partly Cloudy,69,1
15,5263,Memphis,Mostly Clear,67,1
10,5263,Memphis,clear sky,69,1
11,5263,Memphis,Partly Sunny,67,1
12,5263,Memphis,Partly Sunny,67,1
13,5263,Memphis,Partly Cloudy,67,1
1,5268,Memphis,Cloudy,,1
2,5268,Memphis,Overcast,53,1
3,5268,Memphis,Overcast,55,1
4,5268,Memphis,Overcast,20,1
5,5268,Memphis,Cloudy,55,1
6,5268,Memphis,Overcast,53,1
7,5268,Memphis,Cloudy,69,1
14,5268,Memphis,Cloudy,50,1
8,5268,Memphis,Cloudy,55,1
9,5268,Memphis,Cloudy,53,1
15,5268,Memphis,Cloudy,55,1
10,5268,Memphis,mostly cloudy,53,1
11,5268,Memphis,Cloudy,55,1
12,5268,Memphis,Cloudy,55,1
1,5269,Memphis,Cloudy,,1
2,5269,Memphis,Overcast,57,1
3,5269,Memphis,Overcast,56,1
4,5269,Memphis,Overcast,21,1
5,5269,Memphis,Cloudy,55,1
6,5269,Memphis,Overcast,57,1
7,5269,Memphis,Cloudy,69,1
14,5269,Memphis,Cloudy,50,1
8,5269,Memphis,Cloudy,55,1
9,5269,Memphis,Cloudy,56,1
15,5269,Memphis,Cloudy,55,1
10,5269,Memphis,mostly cloudy,56,1
11,5269,Memphis,Cloudy,55,1
12,5269,Memphis,Cloudy,55,1
1,5275,Memphis,Cloudy,,1
2,5275,Memphis,Overcast,65,1
3,5275,Memphis,Overcast,65,1
4,5275,Memphis,Overcast,29,1
5,5275,Memphis,Cloudy,62,1
6,5275,Memphis,Overcast,65,1
7,5275,Memphis,Cloudy,72,1
8,5275,Memphis,Cloudy,62,1
9,5275,Memphis,Cloudy,65,1
15,5275,Memphis,Cloudy,64,1
10,5275,Memphis,mostly cloudy,65,1
11,5275,Memphis,Cloudy,62,1
12,5275,Memphis,Cloudy,62,1
1,5280,Memphis,Cloudy,,1
2,5280,Memphis,Overcast,65,1
3,5280,Memphis,Overcast,65,1
4,5280,Memphis,Overcast,29,1
5,5280,Memphis,Cloudy,64,1
6,5280,Memphis,Overcast,65,1
7,5280,Memphis,Partly Cloudy,73,1
8,5280,Memphis,Cloudy,62,1
9,5280,Memphis,Cloudy,65,1
15,5280,Memphis,Cloudy,64,1
10,5280,Memphis,mostly cloudy,65,1
11,5280,Memphis,Cloudy,64,1
12,5280,Memphis,Cloudy,64,1
13,5289,Memphis,Overcast,55,1
13,5296,Memphis,Overcast,63,1
13,5309,Memphis,Light Rain,73,1
1,5312,Memphis,Cloudy,,1
2,5312,Memphis,Overcast,71,1
3,5312,Memphis,Overcast,73,1
4,5312,Memphis,Overcast,33,1
5,5312,Memphis,Cloudy,72,1
6,5312,Memphis,Overcast,71,1
7,5312,Memphis,Cloudy,75,1
14,5312,Memphis,Partly Cloudy,71,1
8,5312,Memphis,Cloudy,72,1
9,5312,Memphis,Winter storm watchCloudy,70,1
15,5312,Memphis,Cloudy,73,1
10,5312,Memphis,mostly cloudy,70,1
11,5312,Memphis,Cloudy,72,1
12,5312,Memphis,Cloudy,72,1
13,5312,Memphis,Overcast,70,1
1,5312,Memphis,Cloudy,,1
2,5312,Memphis,Overcast,71,1
3,5312,Memphis,Overcast,70,1
4,5312,Memphis,Overcast,30,1
5,5312,Memphis,Cloudy,70,1
1,5316,Memphis,Cloudy,,1
2,5316,Memphis,Overcast,57,1
3,5316,Memphis,Overcast,60,1
4,5316,Memphis,Overcast,34,1
5,5316,Memphis,Cloudy,59,1
6,5316,Memphis,Overcast,57,1
7,5316,Memphis,Cloudy,72,1
14,5316,Memphis,Cloudy,60,1
8,5316,Memphis,Cloudy,59,1
9,5316,Memphis,Cloudy,57,1
15,5316,Memphis,Cloudy,67,1
10,5316,Memphis,mostly cloudy,57,1
11,5316,Memphis,Cloudy,59,1
12,5316,Memphis,Cloudy,59,1
1,5318,Memphis,Cloudy,,1
2,5318,Memphis,Overcast,75,1
3,5318,Memphis,Overcast,73,1
4,5318,Memphis,Overcast,40,1
5,5318,Memphis,Cloudy,73,1
6,5318,Memphis,Overcast,75,1
7,5318,Memphis,Cloudy,79,1
14,5318,Memphis,Cloudy,67,1
8,5318,Memphis,Cloudy,67,1
9,5318,Memphis,Cloudy,75,1
15,5318,Memphis,Cloudy,73,1
10,5318,Memphis,mostly cloudy,65,1
11,5318,Memphis,Cloudy,73,1
12,5318,Memphis,Cloudy,73,1
13,5346,Memphis,Overcast,60,1
13,5352,Memphis,Overcast,73,1
13,5355,Memphis,Overcast,76,1
1,5378,Memphis,Cloudy,,1
2,5378,Memphis,Overcast,70,1
3,5378,Memphis,Overcast,70,1
4,5378,Memphis,Overcast,30,1
5,5378,Memphis,Cloudy,70,1
6,5378,Memphis,Overcast,70,1
7,5378,Memphis,Cloudy,80,1
14,5378,Memphis,Cloudy,68,1
8,5378,Memphis,Cloudy,67,1
9,5378,Memphis,Cloudy,70,1
15,5378,Memphis,Cloudy,70,1
10,5378,Memphis,mostly cloudy,70,1
11,5378,Memphis,Cloudy,70,1
12,5378,Memphis,Cloudy,70,1
1,5381,Memphis,Mostly Cloudy,,1
2,5381,Memphis,Mostly Cloudy,70,1
3,5381,Memphis,Mostly Cloudy,73,1
4,5381,Memphis,Mostly Cloudy,38,1
5,5381,Memphis,Cloudy,72,1
6,5381,Memphis,Mostly Cloudy,70,1
7,5381,Memphis,Partly Cloudy,89,1
14,5381,Memphis,Cloudy,70,1
8,5381,Memphis,Cloudy,72,1
9,5381,Memphis,Mostly Cloudy,70,1
15,5381,Memphis,Clear,75,1
10,5381,Memphis,mostly cloudy,70,1
11,5381,Memphis,Cloudy,72,1
12,5381,Memphis,Cloudy,72,1
1,5385,Memphis,Fair,,1
2,5385,Memphis,Clear,75,1
3,5385,Memphis,Clear,82,1
4,5385,Memphis,Clear,43,1
5,5385,Memphis,Clear,75,1
6,5385,Memphis,Clear,75,1
7,5385,Memphis,Clear,84,1
14,5385,Memphis,Mostly Clear,76,1
8,5385,Memphis,Clear,75,1
9,5385,Memphis,Clear,75,1
15,5385,Memphis,Clear,81,1
10,5385,Memphis,clear sky,75,1
11,5385,Memphis,Clear,75,1
12,5385,Memphis,Clear,75,1
1,5388,Memphis,Fair,,1
2,5388,Memphis,Clear,75,1
3,5388,Memphis,Clear,78,1
4,5388,Memphis,Clear,48,1
5,5388,Memphis,Clear,78,1
6,5388,Memphis,Clear,75,1
7,5388,Memphis,Clear,86,1
14,5388,Memphis,Mostly Clear,78,1
8,5388,Memphis,Clear,82,1
9,5388,Memphis,Clear,75,1
15,5388,Memphis,Clear,78,1
10,5388,Memphis,clear sky,86,1
11,5388,Memphis,Clear,78,1
12,5388,Memphis,Clear,78,1
1,5393,Memphis,Fair,,1
2,5393,Memphis,Clear,93,1
3,5393,Memphis,Partly Cloudy,85,1
4,5393,Memphis,Partly Cloudy,48,1
5,5393,Memphis,Clear,88,1
6,5393,Memphis,Clear,93,1
7,5393,Memphis,Clear,94,1
14,5393,Memphis,Mostly Clear,86,1
8,5393,Memphis,Clear,88,1
9,5393,Memphis,Short term forecastClear,93,1
15,5393,Memphis,Few Clouds,85,1
10,5393,Memphis,clear sky,93,1
11,5393,Memphis,Clear,88,1
12,5393,Memphis,Clear,88,1
1,5400,Memphis,Mostly Cloudy,,1
2,5400,Memphis,Mostly Cloudy,70,1
3,5400,Memphis,Mostly Cloudy,68,1
4,5400,Memphis,Mostly Cloudy,30,1
5,5400,Memphis,Intermittent Clouds,67,1
6,5400,Memphis,Mostly Cloudy,70,1
7,5400,Memphis,Partly Cloudy,71,1
14,5400,Memphis,Mostly Cloudy,82,1
8,5400,Memphis,Intermittent Clouds,81,1
9,5400,Memphis,Mostly Cloudy,70,1
15,5400,Memphis,Mostly Cloudy,67,1
10,5400,Memphis,mostly cloudy,81,1
11,5400,Memphis,Clouds And Sun,67,1
13,5409,Memphis,Overcast,70,1
13,5413,Memphis,Fair,76,1
13,5418,Memphis,Fair,82,1
13,5419,Memphis,Fair,78,1
13,5432,Memphis,Partly Cloudy,60,1
13,5439,Memphis,Overcast,50,1
1,5440,Milwaukee,Partly Cloudy,,1
2,5440,Milwaukee,Partly Cloudy,46,1
3,5440,Milwaukee,Partly Cloudy,48,1
4,5440,Milwaukee,Partly Cloudy,52,1
5,5440,Milwaukee,Mostly Clear,47,1
6,5440,Milwaukee,Partly Cloudy,46,1
7,5440,Milwaukee,Clear,45,1
14,5440,Milwaukee,Partly Cloudy,40,1
8,5440,Milwaukee,Mostly Clear,47,1
9,5440,Milwaukee,Mostly Sunny,47,1
15,5440,Milwaukee,Few Clouds,47,1
10,5440,Milwaukee,clear sky,46,1
11,5440,Milwaukee,Mostly Clear,47,1
12,5440,Milwaukee,Clear,50,1
13,5440,Milwaukee,A Few Clouds,47,1
1,5446,Milwaukee,Partly Cloudy,,1
2,5446,Milwaukee,Partly Cloudy,60,1
3,5446,Milwaukee,Partly Cloudy,57,1
4,5446,Milwaukee,Partly Cloudy,60,1
5,5446,Milwaukee,Partly Cloudy,60,1
6,5446,Milwaukee,Partly Cloudy,60,1
7,5446,Milwaukee,Partly Cloudy,58,1
14,5446,Milwaukee,Partly Cloudy,50,1
8,5446,Milwaukee,Mostly Clear,57,1
9,5446,Milwaukee,Partly Cloudy,60,1
15,5446,Milwaukee,Mostly Clear,60,1
10,5446,Milwaukee,clear sky,55,1
11,5446,Milwaukee,Partly Cloudy,60,1
12,5446,Milwaukee,Clear,60,1
13,5446,Milwaukee,Partly Cloudy,60,1
1,5455,Milwaukee,Partly Cloudy,,1
2,5455,Milwaukee,Partly Cloudy,49,1
3,5455,Milwaukee,Scattered Clouds,52,1
4,5455,Milwaukee,Scattered Clouds,54,1
5,5455,Milwaukee,Partly Sunny,51,1
6,5455,Milwaukee,Partly Cloudy,49,1
7,5455,Milwaukee,Partly Cloudy,37,1
14,5455,Milwaukee,Partly Cloudy,31,1
8,5455,Milwaukee,Partly Sunny,51,1
9,5455,Milwaukee,Partly Cloudy,49,1
15,5455,Milwaukee,Mostly Clear,51,1
10,5455,Milwaukee,clear sky,37,1
11,5455,Milwaukee,Partly Sunny,51,1
12,5455,Milwaukee,Sunny,34,1
13,5455,Milwaukee,Partly Cloudy,51,1
1,5460,Milwaukee,Mostly Cloudy,,1
2,5460,Milwaukee,Mostly Cloudy,46,1
3,5460,Milwaukee,Mostly Cloudy,46,1
4,5460,Milwaukee,Mostly Cloudy,53,1
5,5460,Milwaukee,Cloudy,45,1
6,5460,Milwaukee,Mostly Cloudy,46,1
7,5460,Milwaukee,Mostly Cloudy,43,1
14,5460,Milwaukee,Mostly Cloudy,36,1
8,5460,Milwaukee,Cloudy,45,1
9,5460,Milwaukee,Mostly Cloudy,46,1
15,5460,Milwaukee,Few Clouds,50,1
10,5460,Milwaukee,mostly cloudy,45,1
11,5460,Milwaukee,Cloudy,45,1
12,5460,Milwaukee,Mostly Cloudy,45,1
1,5470,Milwaukee,Partly Cloudy,,1
2,5470,Milwaukee,Partly Cloudy,62,1
3,5470,Milwaukee,Partly Cloudy,62,1
4,5470,Milwaukee,Partly Cloudy,65,1
5,5470,Milwaukee,Mostly Clear,61,1
6,5470,Milwaukee,Partly Cloudy,55,1
7,5470,Milwaukee,Partly Cloudy,60,1
14,5470,Milwaukee,Partly Cloudy,54,1
8,5470,Milwaukee,Mostly Clear,61,1
9,5470,Milwaukee,Mostly Sunny,62,1
15,5470,Milwaukee,Few Clouds,61,1
10,5470,Milwaukee,clear sky,57,1
11,5470,Milwaukee,Mostly Clear,61,1
12,5470,Milwaukee,Mostly Clear,66,1
1,5479,Milwaukee,Cloudy,,1
2,5479,Milwaukee,Overcast,67,1
3,5479,Milwaukee,Overcast,65,1
4,5479,Milwaukee,Overcast,70,1
5,5479,Milwaukee,Cloudy,64,1
6,5479,Milwaukee,Overcast,61,1
7,5479,Milwaukee,Cloudy,60,1
14,5479,Milwaukee,Partly Cloudy,58,1
8,5479,Milwaukee,Cloudy,64,1
9,5479,Milwaukee,Cloudy,67,1
15,5479,Milwaukee,Cloudy,65,1
10,5479,Milwaukee,mostly cloudy,67,1
11,5479,Milwaukee,Cloudy,64,1
12,5479,Milwaukee,Cloudy,66,1
1,5480,Milwaukee,Cloudy,,1
2,5480,Milwaukee,Overcast,67,1
3,5480,Milwaukee,Overcast,68,1
4,5480,Milwaukee,Overcast,69,1
5,5480,Milwaukee,Cloudy,67,1
6,5480,Milwaukee,Overcast,62,1
7,5480,Milwaukee,Cloudy,61,1
14,5480,Milwaukee,Cloudy,59,1
8,5480,Milwaukee,Cloudy,67,1
9,5480,Milwaukee,Cloudy,67,1
15,5480,Milwaukee,Cloudy,67,1
10,5480,Milwaukee,mostly cloudy,67,1
11,5480,Milwaukee,Cloudy,67,1
12,5480,Milwaukee,Cloudy,61,1
1,5485,Milwaukee,Cloudy,,1
2,5485,Milwaukee,Overcast,54,1
3,5485,Milwaukee,Overcast,53,1
4,5485,Milwaukee,Overcast,53,1
5,5485,Milwaukee,Cloudy,52,1
6,5485,Milwaukee,Overcast,51,1
7,5485,Milwaukee,Cloudy,45,1
14,5485,Milwaukee,Cloudy,47,1
8,5485,Milwaukee,Cloudy,54,1
9,5485,Milwaukee,Cloudy,50,1
15,5485,Milwaukee,Cloudy,52,1
10,5485,Milwaukee,mostly cloudy,53,1
11,5485,Milwaukee,Cloudy,52,1
12,5485,Milwaukee,Cloudy,57,1
1,5491,Milwaukee,Mostly Cloudy,,1
2,5491,Milwaukee,Mostly Cloudy,54,1
3,5491,Milwaukee,Mostly Cloudy,55,1
4,5491,Milwaukee,Mostly Cloudy,62,1
5,5491,Milwaukee,Cloudy,55,1
6,5491,Milwaukee,Mostly Cloudy,51,1
7,5491,Milwaukee,Cloudy,48,1
14,5491,Milwaukee,Cloudy,46,1
8,5491,Milwaukee,Cloudy,55,1
9,5491,Milwaukee,Mostly Cloudy,54,1
15,5491,Milwaukee,Mostly Cloudy,55,1
10,5491,Milwaukee,mostly cloudy,54,1
11,5491,Milwaukee,Cloudy,55,1
12,5491,Milwaukee,Cloudy,53,1
13,5504,Milwaukee,Fair,61,1
13,5506,Milwaukee,Fair,67,1
13,5507,Milwaukee,A Few Clouds,64,1
13,5510,Milwaukee,Partly Cloudy,64,1
13,5513,Milwaukee,Overcast,67,1
13,5516,Milwaukee,Overcast with Haze,62,1
13,5517,Milwaukee,Overcast,55,1
13,5518,Milwaukee,Overcast,52,1
13,5522,Milwaukee,Overcast,53,1
1,5526,Milwaukee,Partly Cloudy,,1
2,5526,Milwaukee,Partly Cloudy,57,1
3,5526,Milwaukee,Scattered Clouds,64,1
4,5526,Milwaukee,Scattered Clouds,68,1
5,5526,Milwaukee,Partly Cloudy,64,1
6,5526,Milwaukee,Partly Cloudy,62,1
7,5526,Milwaukee,Mostly Clear,54,1
14,5526,Milwaukee,Partly Cloudy,54,1
8,5526,Milwaukee,Partly Cloudy,61,1
9,5526,Milwaukee,Partly Cloudy,62,1
15,5526,Milwaukee,Mostly Clear,64,1
10,5526,Milwaukee,clear sky,57,1
11,5526,Milwaukee,Partly Cloudy,64,1
12,5526,Milwaukee,Clear,48,1
13,5526,Milwaukee,Partly Cloudy,64,1
1,5527,Milwaukee,Partly Cloudy,,1
2,5527,Milwaukee,Partly Cloudy,62,1
3,5527,Milwaukee,Scattered Clouds,64,1
4,5527,Milwaukee,Mostly Cloudy,66,1
5,5527,Milwaukee,Partly Cloudy,64,1
6,5527,Milwaukee,Partly Cloudy,62,1
7,5527,Milwaukee,Mostly Clear,57,1
14,5527,Milwaukee,Partly Cloudy,54,1
8,5527,Milwaukee,Partly Cloudy,64,1
9,5527,Milwaukee,Partly Cloudy,62,1
15,5527,Milwaukee,Mostly Cloudy,65,1
10,5527,Milwaukee,clear sky,62,1
11,5527,Milwaukee,Partly Cloudy,64,1
12,5527,Milwaukee,Clear,48,1
13,5527,Milwaukee,Mostly Cloudy,65,1
1,5534,Milwaukee,Cloudy,,1
2,5534,Milwaukee,Overcast,57,1
3,5534,Milwaukee,Overcast,59,1
4,5534,Milwaukee,Overcast,62,1
5,5534,Milwaukee,Cloudy,57,1
6,5534,Milwaukee,Overcast,57,1
7,5534,Milwaukee,Cloudy,48,1
14,5534,Milwaukee,Cloudy,52,1
8,5534,Milwaukee,Cloudy,58,1
9,5534,Milwaukee,Cloudy,57,1
15,5534,Milwaukee,Cloudy,59,1
10,5534,Milwaukee,mostly cloudy,57,1
11,5534,Milwaukee,Cloudy,58,1
12,5534,Milwaukee,Light Snow,56,1
13,5534,Milwaukee,Overcast,59,1
1,5548,Milwaukee,Light Snow,,1
2,5548,Milwaukee,Light Snow,86,1
3,5548,Milwaukee,Light Snow,86,1
4,5548,Milwaukee,Light Snow,84,1
5,5548,Milwaukee,Flurries,81,1
6,5548,Milwaukee,Snow,86,1
7,5548,Milwaukee,Snow Showers,77,1
14,5548,Milwaukee,Snow Shower,75,1
8,5548,Milwaukee,Flurries,85,1
9,5548,Milwaukee,Short term forecastSnow,86,1
15,5548,Milwaukee,Light Snow,86,1
10,5548,Milwaukee,light snow,86,1
11,5548,Milwaukee,Light Snow,85,1
12,5548,Milwaukee,Light Snow,73,1
13,5548,Milwaukee,Light Snow,82,1
1,5573,Milwaukee,Mostly Cloudy,,1
2,5573,Milwaukee,Mostly Cloudy,73,1
3,5573,Milwaukee,Mostly Cloudy,71,1
4,5573,Milwaukee,Mostly Cloudy,69,1
5,5573,Milwaukee,Mostly Cloudy,70,1
6,5573,Milwaukee,Mostly Cloudy,73,1
7,5573,Milwaukee,Cloudy,66,1
14,5573,Milwaukee,Partly Cloudy,62,1
8,5573,Milwaukee,Mostly Cloudy,70,1
9,5573,Milwaukee,Mostly Cloudy,73,1
15,5573,Milwaukee,Mostly Cloudy,67,1
10,5573,Milwaukee,mostly cloudy,72,1
11,5573,Milwaukee,Mostly Cloudy,70,1
12,5573,Milwaukee,Mostly Cloudy,71,1
13,5573,Milwaukee,Mostly Cloudy,67,1
1,5581,Milwaukee,Partly Cloudy,,1
2,5581,Milwaukee,Partly Cloudy,46,1
3,5581,Milwaukee,Partly Cloudy,46,1
4,5581,Milwaukee,Partly Cloudy,46,1
5,5581,Milwaukee,Partly Sunny,45,1
6,5581,Milwaukee,Partly Cloudy,46,1
7,5581,Milwaukee,Sunny,40,1
14,5581,Milwaukee,Partly Cloudy,47,1
8,5581,Milwaukee,Partly Sunny,45,1
9,5581,Milwaukee,Mostly Sunny,46,1
15,5581,Milwaukee,Few Clouds,46,1
10,5581,Milwaukee,clear sky,45,1
11,5581,Milwaukee,Partly Sunny,45,1
12,5581,Milwaukee,Sunny,45,1
13,5581,Milwaukee,A Few Clouds,46,1
13,5614,Milwaukee,A Few Clouds,71,1
13,5617,Milwaukee,Fog/Mist,84,1
13,5619,Milwaukee,Fair with Haze,81,1
13,5620,Milwaukee,Fog/Mist,84,1
1,5632,Milwaukee,Partly Cloudy,,1
2,5632,Milwaukee,Partly Cloudy,56,1
3,5632,Milwaukee,Partly Cloudy,58,1
4,5632,Milwaukee,Partly Cloudy,52,1
5,5632,Milwaukee,Partly Sunny,57,1
6,5632,Milwaukee,Partly Cloudy,56,1
7,5632,Milwaukee,Mostly Sunny,49,1
14,5632,Milwaukee,Partly Cloudy,51,1
8,5632,Milwaukee,Partly Sunny,57,1
9,5632,Milwaukee,Mostly Sunny,56,1
15,5632,Milwaukee,Few Clouds,57,1
10,5632,Milwaukee,clear sky,55,1
11,5632,Milwaukee,Partly Sunny,57,1
12,5632,Milwaukee,Partly Sunny,55,1
13,5632,Milwaukee,A Few Clouds,57,1
1,5632,Milwaukee,Partly Cloudy,,1
2,5632,Milwaukee,Partly Cloudy,56,1
3,5632,Milwaukee,Partly Cloudy,48,1
4,5632,Milwaukee,Partly Cloudy,49,1
1,5636,Milwaukee,Cloudy,,1
2,5636,Milwaukee,Overcast,69,1
3,5636,Milwaukee,Mostly Cloudy,77,1
4,5636,Milwaukee,Mostly Cloudy,75,1
5,5636,Milwaukee,Cloudy,68,1
6,5636,Milwaukee,Overcast,69,1
7,5636,Milwaukee,Cloudy,64,1
14,5636,Milwaukee,Cloudy,53,1
8,5636,Milwaukee,Cloudy,68,1
9,5636,Milwaukee,Cloudy,68,1
15,5636,Milwaukee,Mostly Cloudy,77,1
10,5636,Milwaukee,mostly cloudy,68,1
11,5636,Milwaukee,Cloudy,68,1
12,5636,Milwaukee,Cloudy,63,1
1,5643,Milwaukee,Light Snow,,1
2,5643,Milwaukee,Light Snow,86,1
3,5643,Milwaukee,Light Snow,88,1
4,5643,Milwaukee,Light Snow Mist,90,1
5,5643,Milwaukee,Flurries,86,1
6,5643,Milwaukee,Snow,86,1
7,5643,Milwaukee,Snow Showers,90,1
14,5643,Milwaukee,Snow Shower,83,1
8,5643,Milwaukee,Flurries,86,1
9,5643,Milwaukee,Short term forecastSnow,86,1
10,5643,Milwaukee,light snow,86,1
11,5643,Milwaukee,Lgt.Snow/Fog,88,1
12,5643,Milwaukee,Snow,92,1
1,5656,Milwaukee,Snow,,1
2,5656,Milwaukee,Light Snow,93,1
3,5656,Milwaukee,Light Snow,86,1
4,5656,Milwaukee,Light Snow Freezing Fog,97,1
5,5656,Milwaukee,Flurries,92,1
6,5656,Milwaukee,Snow,86,1
7,5656,Milwaukee,Snow Showers,86,1
14,5656,Milwaukee,Snow Shower,90,1
8,5656,Milwaukee,Snow,92,1
9,5656,Milwaukee,Short term forecastSnow,86,1
10,5656,Milwaukee,light snow,93,1
11,5656,Milwaukee,Light Snow,92,1
12,5656,Milwaukee,Snow,92,1
13,5681,Milwaukee,Light Snow,92,1
13,5683,Milwaukee,Light Snow,92,1
1,5700,Milwaukee,Light Snow,,1
2,5700,Milwaukee,Light Snow,80,1
3,5700,Milwaukee,Light Snow,82,1
4,5700,Milwaukee,Light Snow,82,1
5,5700,Milwaukee,Flurries,81,1
6,5700,Milwaukee,Snow,80,1
7,5700,Milwaukee,Flurries,81,1
14,5700,Milwaukee,Snow Shower,82,1
8,5700,Milwaukee,Flurries,81,1
9,5700,Milwaukee,Snow,80,1
15,5700,Milwaukee,Light Snow,81,1
10,5700,Milwaukee,light snow,80,1
11,5700,Milwaukee,Light Snow,81,1
12,5700,Milwaukee,Light Snow,82,1
1,5709,Milwaukee,Cloudy,,1
2,5709,Milwaukee,Fog And Mist,86,1
3,5709,Milwaukee,Haze,82,1
4,5709,Milwaukee,Haze,84,1
5,5709,Milwaukee,Cloudy,85,1
6,5709,Milwaukee,Hazy,86,1
7,5709,Milwaukee,Cloudy,84,1
14,5709,Milwaukee,Cloudy,82,1
8,5709,Milwaukee,Cloudy,85,1
9,5709,Milwaukee,Haze,86,1
15,5709,Milwaukee,Haze,82,1
10,5709,Milwaukee,mostly cloudy,86,1
11,5709,Milwaukee,Cloudy,85,1
12,5709,Milwaukee,Cloudy,86,1
1,5721,Milwaukee,Cloudy,,1
2,5721,Milwaukee,Hazy,74,1
3,5721,Milwaukee,Haze,64,1
4,5721,Milwaukee,Haze,72,1
5,5721,Milwaukee,Cloudy,74,1
6,5721,Milwaukee,Hazy,64,1
7,5721,Milwaukee,Cloudy,73,1
14,5721,Milwaukee,Mostly Cloudy,73,1
8,5721,Milwaukee,Cloudy,74,1
9,5721,Milwaukee,Haze,64,1
15,5721,Milwaukee,Haze,63,1
10,5721,Milwaukee,mostly cloudy,74,1
11,5721,Milwaukee,Cloudy,63,1
12,5721,Milwaukee,Cloudy,79,1
1,5723,Milwaukee,Mostly Cloudy,,1
2,5723,Milwaukee,Mostly Cloudy,64,1
3,5723,Milwaukee,Mostly Cloudy,66,1
4,5723,Milwaukee,Mostly Cloudy,67,1
5,5723,Milwaukee,Mostly Cloudy,65,1
6,5723,Milwaukee,Mostly Cloudy,64,1
7,5723,Milwaukee,Mostly Cloudy,61,1
14,5723,Milwaukee,Mostly Cloudy,57,1
8,5723,Milwaukee,Cloudy,63,1
9,5723,Milwaukee,Mostly Cloudy,64,1
15,5723,Milwaukee,Mostly Cloudy,66,1
10,5723,Milwaukee,mostly cloudy,63,1
11,5723,Milwaukee,Mostly Cloudy,65,1
12,5723,Milwaukee,Mostly Cloudy,68,1
1,5726,Milwaukee,Partly Cloudy,,1
2,5726,Milwaukee,Partly Cloudy,55,1
3,5726,Milwaukee,Scattered Clouds,56,1
4,5726,Milwaukee,Scattered Clouds,66,1
5,5726,Milwaukee,Partly Sunny,56,1
6,5726,Milwaukee,Partly Cloudy,55,1
7,5726,Milwaukee,Partly Cloudy,51,1
14,5726,Milwaukee,Mostly Cloudy,59,1
8,5726,Milwaukee,Partly Sunny,56,1
9,5726,Milwaukee,Air Quality AlertPartly Cloudy,55,1
15,5726,Milwaukee,Mostly Clear,56,1
10,5726,Milwaukee,clear sky,55,1
11,5726,Milwaukee,Partly Sunny,56,1
12,5726,Milwaukee,Partly Sunny,54,1
1,5727,Milwaukee,Partly Cloudy,,1
2,5727,Milwaukee,Partly Cloudy,64,1
3,5727,Milwaukee,Scattered Clouds,64,1
4,5727,Milwaukee,Scattered Clouds,65,1
5,5727,Milwaukee,Partly Sunny,63,1
6,5727,Milwaukee,Partly Cloudy,64,1
7,5727,Milwaukee,Mostly Sunny,57,1
14,5727,Milwaukee,Partly Cloudy,56,1
8,5727,Milwaukee,Partly Sunny,63,1
9,5727,Milwaukee,Partly Cloudy,64,1
15,5727,Milwaukee,Mostly Clear,63,1
10,5727,Milwaukee,clear sky,63,1
11,5727,Milwaukee,Partly Sunny,63,1
12,5727,Milwaukee,Sunny,54,1
13,5751,Milwaukee,Overcast with Haze,75,1
1,5765,Nashville,Cloudy,,1
2,5765,Nashville,Overcast,59,1
3,5765,Nashville,Overcast,58,1
4,5765,Nashville,Overcast,60,1
5,5765,Nashville,Cloudy,58,1
6,5765,Nashville,Overcast,59,1
7,5765,Nashville,Cloudy,52,1
14,5765,Nashville,Cloudy,51,1
8,5765,Nashville,Cloudy,58,1
9,5765,Nashville,Weather WarningsCloudy,59,1
15,5765,Nashville,Cloudy,58,1
10,5765,Nashville,mostly cloudy,59,1
11,5765,Nashville,Cloudy,58,1
12,5765,Nashville,Cloudy,58,1
13,5765,Nashville,Overcast,58,1
1,5768,Nashville,Light Snow,,1
2,5768,Nashville,Light Snow,55,1
3,5768,Nashville,Light Snow,56,1
4,5768,Nashville,Light Snow,71,1
5,5768,Nashville,Flurries,55,1
6,5768,Nashville,Snow,55,1
7,5768,Nashville,Snow Showers,49,1
14,5768,Nashville,Cloudy,51,1
8,5768,Nashville,Flurries,55,1
9,5768,Nashville,Weather WarningsSnow,54,1
15,5768,Nashville,Light Snow,55,1
10,5768,Nashville,light snow,54,1
11,5768,Nashville,Light Snow,55,1
12,5768,Nashville,Light Snow,55,1
13,5768,Nashville,Overcast,69,1
1,5786,Nashville,Partly Cloudy,,1
2,5786,Nashville,Partly Cloudy,86,1
