0,entity,Domain,Conditions,Wet,day,,,,,,,,,,
9,4810,Los Angeles,Clear,58,1,,,,,,,,,,
15,4810,Los Angeles,Clear,63,1,,,,,,,,,,
10,4810,Los Angeles,clear sky,62,1,,,,,,,,,,
11,4810,Los Angeles,Sunny,58,1,,,,,,,,,,
12,4810,Los Angeles,Sunny,68,1,,,,,,,,,,
13,4810,Los Angeles,Fair,59,1,,,,,,,,,,
1,4811,Los Angeles,Fair,,1,,,,,,,,,,
2,4811,Los Angeles,Clear,58,1,,,,,,,,,,
3,4811,Los Angeles,Clear,59,1,,,,,,,,,,
4,4811,Los Angeles,Clear,56,1,,,,,,,,,,
5,4811,Los Angeles,Intermittent Clouds,58,1,,,,,,,,,,
6,4811,Los Angeles,Clear,59,1,,,,,,,,,,
7,4811,Los Angeles,Sunny,56,1,,,,,,,,,,
14,4811,Los Angeles,Mostly Clear,63,1,,,,,,,,,,
8,4811,Los Angeles,Sunny,58,1,,,,,,,,,,
9,4811,Los Angeles,Clear,58,1,,,,,,,,,,
15,4811,Los Angeles,Clear,59,1,,,,,,,,,,
10,4811,Los Angeles,clear sky,58,1,,,,,,,,,,
11,4811,Los Angeles,Sunny,59,1,,,,,,,,,,
13,4811,Los Angeles,Fair,59,1,,,,,,,,,,
1,4812,Los Angeles,Fair,,1,,,,,,,,,,
2,4812,Los Angeles,Clear,59,1,,,,,,,,,,
3,4812,Los Angeles,Clear,43,1,,,,,,,,,,
4,4812,Los Angeles,Clear,51,1,,,,,,,,,,
5,4812,Los Angeles,Sunny,59,1,,,,,,,,,,
6,4812,Los Angeles,Clear,59,1,,,,,,,,,,
7,4812,Los Angeles,Partly Cloudy,50,1,,,,,,,,,,
14,4812,Los Angeles,Mostly Clear,63,1,,,,,,,,,,
8,4812,Los Angeles,Sunny,59,1,,,,,,,,,,
9,4812,Los Angeles,Clear,58,1,,,,,,,,,,
15,4812,Los Angeles,Clear,57,1,,,,,,,,,,
10,4812,Los Angeles,clear sky,59,1,,,,,,,,,,
11,4812,Los Angeles,Clouds And Sun,59,1,,,,,,,,,,
13,4812,Los Angeles,Fair,43,1,,,,,,,,,,
1,4813,Los Angeles,Fair,,1,,,,,,,,,,
2,4813,Los Angeles,Clear,42,1,,,,,,,,,,
3,4813,Los Angeles,Clear,43,1,,,,,,,,,,
4,4813,Los Angeles,Clear,47,1,,,,,,,,,,
5,4813,Los Angeles,Sunny,42,1,,,,,,,,,,
6,4813,Los Angeles,Clear,42,1,,,,,,,,,,
7,4813,Los Angeles,Partly Cloudy,40,1,,,,,,,,,,
14,4813,Los Angeles,Mostly Sunny,59,1,,,,,,,,,,
8,4813,Los Angeles,Sunny,42,1,,,,,,,,,,
9,4813,Los Angeles,Clear,42,1,,,,,,,,,,
15,4813,Los Angeles,Clear,57,1,,,,,,,,,,
10,4813,Los Angeles,clear sky,42,1,,,,,,,,,,
11,4813,Los Angeles,Clouds And Sun,42,1,,,,,,,,,,
13,4813,Los Angeles,Fair,43,1,,,,,,,,,,
1,4814,Los Angeles,Fair,,1,,,,,,,,,,
2,4814,Los Angeles,Clear,42,1,,,,,,,,,,
3,4814,Los Angeles,Clear,41,1,,,,,,,,,,
4,4814,Los Angeles,Clear,41,1,,,,,,,,,,
5,4814,Los Angeles,Sunny,41,1,,,,,,,,,,
6,4814,Los Angeles,Clear,42,1,,,,,,,,,,
7,4814,Los Angeles,Partly Cloudy,40,1,,,,,,,,,,
14,4814,Los Angeles,Mostly Sunny,43,1,,,,,,,,,,
8,4814,Los Angeles,Sunny,41,1,,,,,,,,,,
9,4814,Los Angeles,Clear,42,1,,,,,,,,,,
15,4814,Los Angeles,Clear,55,1,,,,,,,,,,
10,4814,Los Angeles,clear sky,42,1,,,,,,,,,,
11,4814,Los Angeles,Sunny,41,1,,,,,,,,,,
12,4814,Los Angeles,Sunny,47,1,,,,,,,,,,
13,4814,Los Angeles,Fair,41,1,,,,,,,,,,
1,4815,Los Angeles,Fair,,1,,,,,,,,,,
2,4815,Los Angeles,Clear,37,1,,,,,,,,,,
3,4815,Los Angeles,Clear,38,1,,,,,,,,,,
4,4815,Los Angeles,Clear,38,1,,,,,,,,,,
5,4815,Los Angeles,Sunny,38,1,,,,,,,,,,
6,4815,Los Angeles,Clear,37,1,,,,,,,,,,
7,4815,Los Angeles,Partly Cloudy,38,1,,,,,,,,,,
14,4815,Los Angeles,Mostly Sunny,41,1,,,,,,,,,,
8,4815,Los Angeles,Sunny,41,1,,,,,,,,,,
9,4815,Los Angeles,Clear,37,1,,,,,,,,,,
15,4815,Los Angeles,Clear,48,1,,,,,,,,,,
10,4815,Los Angeles,clear sky,42,1,,,,,,,,,,
11,4815,Los Angeles,Sunny,38,1,,,,,,,,,,
12,4815,Los Angeles,Sunny,39,1,,,,,,,,,,
13,4815,Los Angeles,Fair,38,1,,,,,,,,,,
1,4816,Los Angeles,Fair,,1,,,,,,,,,,
2,4816,Los Angeles,Clear,37,1,,,,,,,,,,
3,4816,Los Angeles,Clear,37,1,,,,,,,,,,
4,4816,Los Angeles,Clear,39,1,,,,,,,,,,
5,4816,Los Angeles,Sunny,37,1,,,,,,,,,,
6,4816,Los Angeles,Clear,37,1,,,,,,,,,,
7,4816,Los Angeles,Partly Cloudy,37,1,,,,,,,,,,
14,4816,Los Angeles,Mostly Sunny,38,1,,,,,,,,,,
8,4816,Los Angeles,Sunny,38,1,,,,,,,,,,
9,4816,Los Angeles,Clear,37,1,,,,,,,,,,
15,4816,Los Angeles,Clear,43,1,,,,,,,,,,
10,4816,Los Angeles,clear sky,37,1,,,,,,,,,,
11,4816,Los Angeles,Sunny,37,1,,,,,,,,,,
12,4816,Los Angeles,Sunny,37,1,,,,,,,,,,
13,4816,Los Angeles,Fair,37,1,,,,,,,,,,
1,4817,Los Angeles,Fair,,1,,,,,,,,,,
2,4817,Los Angeles,Clear,37,1,,,,,,,,,,
3,4817,Los Angeles,Clear,39,1,,,,,,,,,,
4,4817,Los Angeles,Clear,40,1,,,,,,,,,,
5,4817,Los Angeles,Intermittent Clouds,37,1,,,,,,,,,,
6,4817,Los Angeles,Clear,40,1,,,,,,,,,,
7,4817,Los Angeles,Partly Cloudy,38,1,,,,,,,,,,
8,4817,Los Angeles,Sunny,37,1,,,,,,,,,,
9,4817,Los Angeles,Clear,39,1,,,,,,,,,,
15,4817,Los Angeles,Clear,52,1,,,,,,,,,,
10,4817,Los Angeles,clear sky,37,1,,,,,,,,,,
11,4817,Los Angeles,Clouds And Sun,37,1,,,,,,,,,,
13,4817,Los Angeles,Fair,39,1,,,,,,,,,,
1,4818,Los Angeles,Fair,,1,,,,,,,,,,
2,4818,Los Angeles,Clear,40,1,,,,,,,,,,
3,4818,Los Angeles,Clear,39,1,,,,,,,,,,
4,4818,Los Angeles,Clear,45,1,,,,,,,,,,
5,4818,Los Angeles,Sunny,38,1,,,,,,,,,,
6,4818,Los Angeles,Clear,40,1,,,,,,,,,,
7,4818,Los Angeles,Partly Cloudy,42,1,,,,,,,,,,
14,4818,Los Angeles,Mostly Sunny,37,1,,,,,,,,,,
8,4818,Los Angeles,Sunny,38,1,,,,,,,,,,
9,4818,Los Angeles,High Surf AdvisoryClear,39,1,,,,,,,,,,
15,4818,Los Angeles,Clear,52,1,,,,,,,,,,
10,4818,Los Angeles,clear sky,40,1,,,,,,,,,,
11,4818,Los Angeles,Sunny,38,1,,,,,,,,,,
12,4818,Los Angeles,Sunny,38,1,,,,,,,,,,
13,4818,Los Angeles,Fair,39,1,,,,,,,,,,
1,4819,Los Angeles,Fair,,1,,,,,,,,,,
2,4819,Los Angeles,Clear,52,1,,,,,,,,,,
3,4819,Los Angeles,Clear,54,1,,,,,,,,,,
4,4819,Los Angeles,Clear,60,1,,,,,,,,,,
5,4819,Los Angeles,Sunny,53,1,,,,,,,,,,
6,4819,Los Angeles,Clear,52,1,,,,,,,,,,
7,4819,Los Angeles,Sunny,56,1,,,,,,,,,,
14,4819,Los Angeles,Mostly Sunny,52,1,,,,,,,,,,
8,4819,Los Angeles,Sunny,52,1,,,,,,,,,,
9,4819,Los Angeles,Clear,52,1,,,,,,,,,,
15,4819,Los Angeles,Clear,53,1,,,,,,,,,,
10,4819,Los Angeles,clear sky,52,1,,,,,,,,,,
11,4819,Los Angeles,Sunny,53,1,,,,,,,,,,
12,4819,Los Angeles,Mostly Sunny,41,1,,,,,,,,,,
1,4820,Los Angeles,Fair,,1,,,,,,,,,,
2,4820,Los Angeles,Clear,52,1,,,,,,,,,,
3,4820,Los Angeles,Clear,56,1,,,,,,,,,,
4,4820,Los Angeles,Clear,63,1,,,,,,,,,,
5,4820,Los Angeles,Sunny,53,1,,,,,,,,,,
6,4820,Los Angeles,Clear,52,1,,,,,,,,,,
7,4820,Los Angeles,Mostly Sunny,57,1,,,,,,,,,,
14,4820,Los Angeles,Mostly Sunny,52,1,,,,,,,,,,
8,4820,Los Angeles,Sunny,53,1,,,,,,,,,,
9,4820,Los Angeles,Clear,52,1,,,,,,,,,,
15,4820,Los Angeles,Clear,66,1,,,,,,,,,,
10,4820,Los Angeles,clear sky,52,1,,,,,,,,,,
11,4820,Los Angeles,Cloudy,53,1,,,,,,,,,,
1,4821,Los Angeles,Fair,,1,,,,,,,,,,
2,4821,Los Angeles,Clear,52,1,,,,,,,,,,
3,4821,Los Angeles,Clear,56,1,,,,,,,,,,
4,4821,Los Angeles,Clear,70,1,,,,,,,,,,
5,4821,Los Angeles,Sunny,55,1,,,,,,,,,,
6,4821,Los Angeles,Clear,52,1,,,,,,,,,,
7,4821,Los Angeles,Partly Cloudy,61,1,,,,,,,,,,
14,4821,Los Angeles,Mostly Sunny,54,1,,,,,,,,,,
8,4821,Los Angeles,Sunny,55,1,,,,,,,,,,
9,4821,Los Angeles,Clear,55,1,,,,,,,,,,
15,4821,Los Angeles,Clear,66,1,,,,,,,,,,
10,4821,Los Angeles,clear sky,55,1,,,,,,,,,,
11,4821,Los Angeles,Sunny,55,1,,,,,,,,,,
12,4821,Los Angeles,Sunny,42,1,,,,,,,,,,
1,4822,Los Angeles,Fair,,1,,,,,,,,,,
2,4822,Los Angeles,Clear,63,1,,,,,,,,,,
3,4822,Los Angeles,Clear,64,1,,,,,,,,,,
4,4822,Los Angeles,Clear,73,1,,,,,,,,,,
5,4822,Los Angeles,Sunny,64,1,,,,,,,,,,
6,4822,Los Angeles,Clear,63,1,,,,,,,,,,
7,4822,Los Angeles,Partly Cloudy,64,1,,,,,,,,,,
14,4822,Los Angeles,Mostly Sunny,56,1,,,,,,,,,,
8,4822,Los Angeles,Sunny,55,1,,,,,,,,,,
9,4822,Los Angeles,Clear,63,1,,,,,,,,,,
15,4822,Los Angeles,Clear,72,1,,,,,,,,,,
10,4822,Los Angeles,clear sky,55,1,,,,,,,,,,
11,4822,Los Angeles,Sunny,64,1,,,,,,,,,,
12,4822,Los Angeles,Sunny,57,1,,,,,,,,,,
1,4823,Los Angeles,Fair,,1,,,,,,,,,,
2,4823,Los Angeles,Clear,63,1,,,,,,,,,,
3,4823,Los Angeles,Clear,69,1,,,,,,,,,,
4,4823,Los Angeles,Clear,75,1,,,,,,,,,,
5,4823,Los Angeles,Mostly Sunny,64,1,,,,,,,,,,
6,4823,Los Angeles,Clear,68,1,,,,,,,,,,
7,4823,Los Angeles,Partly Cloudy,70,1,,,,,,,,,,
14,4823,Los Angeles,Mostly Sunny,64,1,,,,,,,,,,
8,4823,Los Angeles,Sunny,64,1,,,,,,,,,,
9,4823,Los Angeles,Clear,63,1,,,,,,,,,,
15,4823,Los Angeles,Clear,75,1,,,,,,,,,,
10,4823,Los Angeles,clear sky,55,1,,,,,,,,,,
11,4823,Los Angeles,Clear,69,1,,,,,,,,,,
12,4823,Los Angeles,Mostly Sunny,57,1,,,,,,,,,,
1,4824,Los Angeles,Fair,,1,,,,,,,,,,
2,4824,Los Angeles,Clear,68,1,,,,,,,,,,
3,4824,Los Angeles,Clear,69,1,,,,,,,,,,
4,4824,Los Angeles,Clear,78,1,,,,,,,,,,
5,4824,Los Angeles,Clear,69,1,,,,,,,,,,
6,4824,Los Angeles,Clear,68,1,,,,,,,,,,
7,4824,Los Angeles,Clear,73,1,,,,,,,,,,
14,4824,Los Angeles,Mostly Sunny,64,1,,,,,,,,,,
8,4824,Los Angeles,Clear,69,1,,,,,,,,,,
9,4824,Los Angeles,Clear,67,1,,,,,,,,,,
15,4824,Los Angeles,Clear,75,1,,,,,,,,,,
10,4824,Los Angeles,clear sky,67,1,,,,,,,,,,
11,4824,Los Angeles,Mostly Clear,69,1,,,,,,,,,,
12,4824,Los Angeles,Mostly Clear,64,1,,,,,,,,,,
1,4825,Los Angeles,Fair,,1,,,,,,,,,,
2,4825,Los Angeles,Clear,72,1,,,,,,,,,,
3,4825,Los Angeles,Clear,74,1,,,,,,,,,,
4,4825,Los Angeles,Clear,78,1,,,,,,,,,,
5,4825,Los Angeles,Clear,74,1,,,,,,,,,,
6,4825,Los Angeles,Clear,72,1,,,,,,,,,,
7,4825,Los Angeles,Clear,77,1,,,,,,,,,,
14,4825,Los Angeles,Mostly Clear,69,1,,,,,,,,,,
8,4825,Los Angeles,Clear,74,1,,,,,,,,,,
9,4825,Los Angeles,Clear,72,1,,,,,,,,,,
15,4825,Los Angeles,Clear,74,1,,,,,,,,,,
10,4825,Los Angeles,clear sky,72,1,,,,,,,,,,
11,4825,Los Angeles,Clear,74,1,,,,,,,,,,
12,4825,Los Angeles,Clear,61,1,,,,,,,,,,
1,4826,Los Angeles,Fair,,1,,,,,,,,,,
2,4826,Los Angeles,Clear,72,1,,,,,,,,,,
3,4826,Los Angeles,Clear,74,1,,,,,,,,,,
4,4826,Los Angeles,Clear,81,1,,,,,,,,,,
5,4826,Los Angeles,Clear,74,1,,,,,,,,,,
6,4826,Los Angeles,Clear,72,1,,,,,,,,,,
7,4826,Los Angeles,Clear,74,1,,,,,,,,,,
14,4826,Los Angeles,Mostly Clear,74,1,,,,,,,,,,
8,4826,Los Angeles,Clear,74,1,,,,,,,,,,
9,4826,Los Angeles,Clear,72,1,,,,,,,,,,
15,4826,Los Angeles,Clear,77,1,,,,,,,,,,
10,4826,Los Angeles,clear sky,72,1,,,,,,,,,,
11,4826,Los Angeles,Clear,74,1,,,,,,,,,,
12,4826,Los Angeles,Clear,66,1,,,,,,,,,,
1,4827,Los Angeles,Fair,,1,,,,,,,,,,
2,4827,Los Angeles,Clear,72,1,,,,,,,,,,
3,4827,Los Angeles,Clear,77,1,,,,,,,,,,
4,4827,Los Angeles,Clear,81,1,,,,,,,,,,
5,4827,Los Angeles,Intermittent Clouds,74,1,,,,,,,,,,
6,4827,Los Angeles,Clear,77,1,,,,,,,,,,
7,4827,Los Angeles,Clear,77,1,,,,,,,,,,
14,4827,Los Angeles,Mostly Clear,74,1,,,,,,,,,,
8,4827,Los Angeles,Clear,74,1,,,,,,,,,,
9,4827,Los Angeles,Clear,76,1,,,,,,,,,,
15,4827,Los Angeles,Clear,80,1,,,,,,,,,,
10,4827,Los Angeles,clear sky,72,1,,,,,,,,,,
11,4827,Los Angeles,Clear,77,1,,,,,,,,,,
1,4828,Los Angeles,Fair,,1,,,,,,,,,,
2,4828,Los Angeles,Clear,77,1,,,,,,,,,,
3,4828,Los Angeles,Clear,77,1,,,,,,,,,,
4,4828,Los Angeles,Clear,83,1,,,,,,,,,,
5,4828,Los Angeles,Clear,77,1,,,,,,,,,,
6,4828,Los Angeles,Clear,77,1,,,,,,,,,,
7,4828,Los Angeles,Partly Cloudy,79,1,,,,,,,,,,
14,4828,Los Angeles,Mostly Clear,74,1,,,,,,,,,,
8,4828,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
9,4828,Los Angeles,Clear,76,1,,,,,,,,,,
15,4828,Los Angeles,Clear,80,1,,,,,,,,,,
10,4828,Los Angeles,clear sky,77,1,,,,,,,,,,
11,4828,Los Angeles,Clear,77,1,,,,,,,,,,
12,4828,Los Angeles,Clear,68,1,,,,,,,,,,
1,4829,Los Angeles,Fair,,1,,,,,,,,,,
2,4829,Los Angeles,Clear,77,1,,,,,,,,,,
3,4829,Los Angeles,Clear,77,1,,,,,,,,,,
4,4829,Los Angeles,Clear,83,1,,,,,,,,,,
5,4829,Los Angeles,Clear,77,1,,,,,,,,,,
6,4829,Los Angeles,Clear,77,1,,,,,,,,,,
7,4829,Los Angeles,Clear,79,1,,,,,,,,,,
14,4829,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
8,4829,Los Angeles,Clear,77,1,,,,,,,,,,
9,4829,Los Angeles,Clear,76,1,,,,,,,,,,
15,4829,Los Angeles,Clear,83,1,,,,,,,,,,
10,4829,Los Angeles,clear sky,77,1,,,,,,,,,,
11,4829,Los Angeles,Clear,77,1,,,,,,,,,,
12,4829,Los Angeles,Clear,73,1,,,,,,,,,,
1,4830,Los Angeles,Fair,,1,,,,,,,,,,
2,4830,Los Angeles,Clear,77,1,,,,,,,,,,
3,4830,Los Angeles,Clear,75,1,,,,,,,,,,
4,4830,Los Angeles,Clear,84,1,,,,,,,,,,
5,4830,Los Angeles,Clear,74,1,,,,,,,,,,
6,4830,Los Angeles,Clear,77,1,,,,,,,,,,
7,4830,Los Angeles,Clear,80,1,,,,,,,,,,
14,4830,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
8,4830,Los Angeles,Clear,77,1,,,,,,,,,,
9,4830,Los Angeles,Clear,76,1,,,,,,,,,,
15,4830,Los Angeles,Clear,83,1,,,,,,,,,,
10,4830,Los Angeles,clear sky,77,1,,,,,,,,,,
11,4830,Los Angeles,Clear,74,1,,,,,,,,,,
12,4830,Los Angeles,Mostly Clear,73,1,,,,,,,,,,
1,4831,Los Angeles,Fair,,1,,,,,,,,,,
2,4831,Los Angeles,Clear,77,1,,,,,,,,,,
3,4831,Los Angeles,Clear,77,1,,,,,,,,,,
4,4831,Los Angeles,Clear,84,1,,,,,,,,,,
5,4831,Los Angeles,Mostly Clear,74,1,,,,,,,,,,
6,4831,Los Angeles,Clear,77,1,,,,,,,,,,
7,4831,Los Angeles,Mostly Clear,79,1,,,,,,,,,,
14,4831,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
8,4831,Los Angeles,Clear,74,1,,,,,,,,,,
9,4831,Los Angeles,Clear,76,1,,,,,,,,,,
15,4831,Los Angeles,Clear,83,1,,,,,,,,,,
10,4831,Los Angeles,clear sky,77,1,,,,,,,,,,
11,4831,Los Angeles,Mostly Clear,74,1,,,,,,,,,,
12,4831,Los Angeles,Mostly Clear,79,1,,,,,,,,,,
1,4832,Los Angeles,Fair,,1,,,,,,,,,,
2,4832,Los Angeles,Clear,77,1,,,,,,,,,,
3,4832,Los Angeles,Clear,77,1,,,,,,,,,,
4,4832,Los Angeles,Clear,85,1,,,,,,,,,,
5,4832,Los Angeles,Clear,77,1,,,,,,,,,,
6,4832,Los Angeles,Clear,77,1,,,,,,,,,,
7,4832,Los Angeles,Clear,79,1,,,,,,,,,,
14,4832,Los Angeles,Mostly Clear,75,1,,,,,,,,,,
8,4832,Los Angeles,Clear,77,1,,,,,,,,,,
9,4832,Los Angeles,Clear,76,1,,,,,,,,,,
15,4832,Los Angeles,Clear,83,1,,,,,,,,,,
10,4832,Los Angeles,clear sky,77,1,,,,,,,,,,
11,4832,Los Angeles,Clear,77,1,,,,,,,,,,
12,4832,Los Angeles,Clear,76,1,,,,,,,,,,
1,4833,Los Angeles,Fair,,1,,,,,,,,,,
2,4833,Los Angeles,Clear,77,1,,,,,,,,,,
3,4833,Los Angeles,Clear,77,1,,,,,,,,,,
4,4833,Los Angeles,Clear,87,1,,,,,,,,,,
5,4833,Los Angeles,Clear,77,1,,,,,,,,,,
6,4833,Los Angeles,Clear,77,1,,,,,,,,,,
7,4833,Los Angeles,Partly Cloudy,77,1,,,,,,,,,,
14,4833,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
8,4833,Los Angeles,Clear,77,1,,,,,,,,,,
9,4833,Los Angeles,Clear,76,1,,,,,,,,,,
15,4833,Los Angeles,Clear,89,1,,,,,,,,,,
10,4833,Los Angeles,clear sky,77,1,,,,,,,,,,
11,4833,Los Angeles,Clear,77,1,,,,,,,,,,
12,4833,Los Angeles,Clear,79,1,,,,,,,,,,
1,4834,Los Angeles,Fair,,1,,,,,,,,,,
2,4834,Los Angeles,Clear,77,1,,,,,,,,,,
3,4834,Los Angeles,Haze,83,1,,,,,,,,,,
4,4834,Los Angeles,Haze,89,1,,,,,,,,,,
5,4834,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
6,4834,Los Angeles,Clear,77,1,,,,,,,,,,
7,4834,Los Angeles,Partly Cloudy,80,1,,,,,,,,,,
14,4834,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
8,4834,Los Angeles,Clear,77,1,,,,,,,,,,
9,4834,Los Angeles,Haze,82,1,,,,,,,,,,
15,4834,Los Angeles,Mist,89,1,,,,,,,,,,
10,4834,Los Angeles,clear sky,77,1,,,,,,,,,,
11,4834,Los Angeles,Hazy Clouds,82,1,,,,,,,,,,
12,4834,Los Angeles,Clear,79,1,,,,,,,,,,
1,4835,Los Angeles,Fair,,1,,,,,,,,,,
2,4835,Los Angeles,Hazy,82,1,,,,,,,,,,
3,4835,Los Angeles,Haze,83,1,,,,,,,,,,
4,4835,Los Angeles,Clear,88,1,,,,,,,,,,
5,4835,Los Angeles,Hazy Moonlight,82,1,,,,,,,,,,
6,4835,Los Angeles,Hazy,82,1,,,,,,,,,,
7,4835,Los Angeles,Clear,84,1,,,,,,,,,,
14,4835,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
8,4835,Los Angeles,Hazy,82,1,,,,,,,,,,
9,4835,Los Angeles,Haze,82,1,,,,,,,,,,
15,4835,Los Angeles,Mist,89,1,,,,,,,,,,
10,4835,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4835,Los Angeles,Mostly Clear,82,1,,,,,,,,,,
12,4835,Los Angeles,Mostly Clear,82,1,,,,,,,,,,
1,4836,Los Angeles,Fair,,1,,,,,,,,,,
2,4836,Los Angeles,Fog And Mist,82,1,,,,,,,,,,
3,4836,Los Angeles,Clear,86,1,,,,,,,,,,
4,4836,Los Angeles,Clear,86,1,,,,,,,,,,
5,4836,Los Angeles,Clear,85,1,,,,,,,,,,
6,4836,Los Angeles,Mist,82,1,,,,,,,,,,
7,4836,Los Angeles,Clear,87,1,,,,,,,,,,
14,4836,Los Angeles,Mostly Clear,83,1,,,,,,,,,,
8,4836,Los Angeles,Hazy,82,1,,,,,,,,,,
9,4836,Los Angeles,Fog,82,1,,,,,,,,,,
15,4836,Los Angeles,Mist,89,1,,,,,,,,,,
10,4836,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4836,Los Angeles,Clear,85,1,,,,,,,,,,
12,4836,Los Angeles,Clear,82,1,,,,,,,,,,
1,4837,Los Angeles,Fair,,1,,,,,,,,,,
2,4837,Los Angeles,Hazy,77,1,,,,,,,,,,
3,4837,Los Angeles,Haze,80,1,,,,,,,,,,
4,4837,Los Angeles,Haze,86,1,,,,,,,,,,
5,4837,Los Angeles,Clear,79,1,,,,,,,,,,
6,4837,Los Angeles,Hazy,77,1,,,,,,,,,,
7,4837,Los Angeles,Clear,80,1,,,,,,,,,,
14,4837,Los Angeles,Mostly Clear,83,1,,,,,,,,,,
8,4837,Los Angeles,Clear,85,1,,,,,,,,,,
9,4837,Los Angeles,Haze,76,1,,,,,,,,,,
15,4837,Los Angeles,Mist,89,1,,,,,,,,,,
10,4837,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4837,Los Angeles,Clear,79,1,,,,,,,,,,
12,4837,Los Angeles,Clear,79,1,,,,,,,,,,
1,4838,Los Angeles,Fair,,1,,,,,,,,,,
2,4838,Los Angeles,Hazy,77,1,,,,,,,,,,
3,4838,Los Angeles,Clear,80,1,,,,,,,,,,
4,4838,Los Angeles,Clear,86,1,,,,,,,,,,
5,4838,Los Angeles,Intermittent Clouds,79,1,,,,,,,,,,
6,4838,Los Angeles,Hazy,77,1,,,,,,,,,,
7,4838,Los Angeles,Clear,80,1,,,,,,,,,,
14,4838,Los Angeles,Mostly Clear,80,1,,,,,,,,,,
8,4838,Los Angeles,Clear,79,1,,,,,,,,,,
9,4838,Los Angeles,Clear,81,1,,,,,,,,,,
15,4838,Los Angeles,Clear,89,1,,,,,,,,,,
10,4838,Los Angeles,clear sky,76,1,,,,,,,,,,
11,4838,Los Angeles,Some Clouds,79,1,,,,,,,,,,
12,4838,Los Angeles,Mostly Clear,79,1,,,,,,,,,,
1,4839,Los Angeles,Fair,,1,,,,,,,,,,
2,4839,Los Angeles,Clear,82,1,,,,,,,,,,
3,4839,Los Angeles,Clear,80,1,,,,,,,,,,
4,4839,Los Angeles,Clear,84,1,,,,,,,,,,
5,4839,Los Angeles,Clear,79,1,,,,,,,,,,
6,4839,Los Angeles,Clear,82,1,,,,,,,,,,
7,4839,Los Angeles,Partly Cloudy,80,1,,,,,,,,,,
14,4839,Los Angeles,Mostly Clear,80,1,,,,,,,,,,
8,4839,Los Angeles,Clear,79,1,,,,,,,,,,
9,4839,Los Angeles,Clear,81,1,,,,,,,,,,
15,4839,Los Angeles,Clear,89,1,,,,,,,,,,
10,4839,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4839,Los Angeles,Clear,79,1,,,,,,,,,,
12,4839,Los Angeles,Clear,79,1,,,,,,,,,,
1,4840,Los Angeles,Fair,,1,,,,,,,,,,
2,4840,Los Angeles,Clear,77,1,,,,,,,,,,
3,4840,Los Angeles,Clear,77,1,,,,,,,,,,
4,4840,Los Angeles,Clear,82,1,,,,,,,,,,
5,4840,Los Angeles,Clear,76,1,,,,,,,,,,
6,4840,Los Angeles,Clear,77,1,,,,,,,,,,
7,4840,Los Angeles,Partly Cloudy,77,1,,,,,,,,,,
14,4840,Los Angeles,Mostly Clear,80,1,,,,,,,,,,
8,4840,Los Angeles,Clear,76,1,,,,,,,,,,
9,4840,Los Angeles,Clear,76,1,,,,,,,,,,
15,4840,Los Angeles,Clear,83,1,,,,,,,,,,
10,4840,Los Angeles,clear sky,82,1,,,,,,,,,,
11,4840,Los Angeles,Clear,76,1,,,,,,,,,,
12,4840,Los Angeles,Clear,82,1,,,,,,,,,,
1,4841,Los Angeles,Fair,,1,,,,,,,,,,
2,4841,Los Angeles,Clear,72,1,,,,,,,,,,
3,4841,Los Angeles,Clear,74,1,,,,,,,,,,
4,4841,Los Angeles,Clear,82,1,,,,,,,,,,
5,4841,Los Angeles,Sunny,73,1,,,,,,,,,,
6,4841,Los Angeles,Clear,72,1,,,,,,,,,,
7,4841,Los Angeles,Partly Cloudy,78,1,,,,,,,,,,
14,4841,Los Angeles,Mostly Clear,77,1,,,,,,,,,,
8,4841,Los Angeles,Clear,76,1,,,,,,,,,,
9,4841,Los Angeles,Clear,71,1,,,,,,,,,,
15,4841,Los Angeles,Clear,83,1,,,,,,,,,,
10,4841,Los Angeles,clear sky,76,1,,,,,,,,,,
11,4841,Los Angeles,Sunny,73,1,,,,,,,,,,
12,4841,Los Angeles,Sunny,82,1,,,,,,,,,,
1,4842,Los Angeles,Fair,,1,,,,,,,,,,
2,4842,Los Angeles,Clear,72,1,,,,,,,,,,
3,4842,Los Angeles,Clear,74,1,,,,,,,,,,
4,4842,Los Angeles,Clear,79,1,,,,,,,,,,
5,4842,Los Angeles,Intermittent Clouds,73,1,,,,,,,,,,
6,4842,Los Angeles,Clear,77,1,,,,,,,,,,
7,4842,Los Angeles,Partly Cloudy,73,1,,,,,,,,,,
14,4842,Los Angeles,Mostly Clear,74,1,,,,,,,,,,
8,4842,Los Angeles,Sunny,73,1,,,,,,,,,,
9,4842,Los Angeles,Clear,76,1,,,,,,,,,,
