0,entity,Domain,Conditions,,day,,,,,,,,,,
3,1086,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
4,1086,Charlotte,Partly Cloudy,86,1,,,,,,,,,,
5,1086,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
6,1086,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
7,1086,Charlotte,Partly Cloudy,77,1,,,,,,,,,,
14,1086,Charlotte,Partly Cloudy,73,1,,,,,,,,,,
8,1086,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
9,1086,Charlotte,Winter Weather AdvisoryMostly Sunny,79,1,,,,,,,,,,
15,1086,Charlotte,Few Clouds,81,1,,,,,,,,,,
10,1086,Charlotte,mostly cloudy,73,1,,,,,,,,,,
11,1086,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
12,1086,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
1,1107,Charlotte,Fair,,1,,,,,,,,,,
2,1107,Charlotte,Clear,47,1,,,,,,,,,,
3,1107,Charlotte,Partly Cloudy,56,1,,,,,,,,,,
4,1107,Charlotte,Partly Cloudy,69,1,,,,,,,,,,
5,1107,Charlotte,Mostly Clear,55,1,,,,,,,,,,
6,1107,Charlotte,Partly Cloudy,69,1,,,,,,,,,,
7,1107,Charlotte,Mostly Clear,57,1,,,,,,,,,,
14,1107,Charlotte,Mostly Sunny,48,1,,,,,,,,,,
8,1107,Charlotte,Sunny,47,1,,,,,,,,,,
9,1107,Charlotte,Mostly Sunny,57,1,,,,,,,,,,
15,1107,Charlotte,Few Clouds,56,1,,,,,,,,,,
10,1107,Charlotte,clear sky,47,1,,,,,,,,,,
11,1107,Charlotte,Mostly Clear,55,1,,,,,,,,,,
12,1107,Charlotte,Mostly Clear,55,1,,,,,,,,,,
1,1113,Charlotte,Fair,,1,,,,,,,,,,
2,1113,Charlotte,Clear,70,1,,,,,,,,,,
3,1113,Charlotte,Clear,70,1,,,,,,,,,,
4,1113,Charlotte,Clear,80,1,,,,,,,,,,
5,1113,Charlotte,Clear,70,1,,,,,,,,,,
6,1113,Charlotte,Clear,82,1,,,,,,,,,,
7,1113,Charlotte,Clear,70,1,,,,,,,,,,
14,1113,Charlotte,Mostly Clear,58,1,,,,,,,,,,
8,1113,Charlotte,Clear,70,1,,,,,,,,,,
9,1113,Charlotte,Clear,70,1,,,,,,,,,,
15,1113,Charlotte,Clear,70,1,,,,,,,,,,
10,1113,Charlotte,clear sky,87,1,,,,,,,,,,
11,1113,Charlotte,Clear,70,1,,,,,,,,,,
12,1113,Charlotte,Clear,70,1,,,,,,,,,,
1,1152,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,1152,Charlotte,Mostly Cloudy,70,1,,,,,,,,,,
3,1152,Charlotte,Mostly Cloudy,68,1,,,,,,,,,,
4,1152,Charlotte,Mostly Cloudy,60,1,,,,,,,,,,
5,1152,Charlotte,Intermittent Clouds,67,1,,,,,,,,,,
6,1152,Charlotte,Mostly Cloudy,68,1,,,,,,,,,,
7,1152,Charlotte,Partly Cloudy,57,1,,,,,,,,,,
14,1152,Charlotte,Partly Cloudy,82,1,,,,,,,,,,
8,1152,Charlotte,Intermittent Clouds,67,1,,,,,,,,,,
9,1152,Charlotte,Winter storm watchMostly Cloudy,70,1,,,,,,,,,,
15,1152,Charlotte,Mostly Cloudy,67,1,,,,,,,,,,
10,1152,Charlotte,clear sky,56,1,,,,,,,,,,
11,1152,Charlotte,Clouds And Sun,67,1,,,,,,,,,,
1,1152,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,1152,Charlotte,Mostly Cloudy,70,1,,,,,,,,,,
3,1152,Charlotte,Mostly Cloudy,50,1,,,,,,,,,,
4,1152,Charlotte,Mostly Cloudy,57,1,,,,,,,,,,
1,1154,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,1154,Charlotte,Partly Cloudy,49,1,,,,,,,,,,
3,1154,Charlotte,Partly Cloudy,49,1,,,,,,,,,,
4,1154,Charlotte,Partly Cloudy,65,1,,,,,,,,,,
5,1154,Charlotte,Mostly Clear,48,1,,,,,,,,,,
6,1154,Charlotte,Partly Cloudy,63,1,,,,,,,,,,
7,1154,Charlotte,Mostly Clear,49,1,,,,,,,,,,
14,1154,Charlotte,Partly Cloudy,44,1,,,,,,,,,,
8,1154,Charlotte,Mostly Sunny,43,1,,,,,,,,,,
9,1154,Charlotte,Freezing Rain AdvisoryMostly Sunny,49,1,,,,,,,,,,
15,1154,Charlotte,Few Clouds,49,1,,,,,,,,,,
10,1154,Charlotte,clear sky,34,1,,,,,,,,,,
11,1154,Charlotte,Mostly Clear,48,1,,,,,,,,,,
12,1154,Charlotte,Mostly Clear,48,1,,,,,,,,,,
1,1166,Charlotte,Cloudy,,1,,,,,,,,,,
2,1166,Charlotte,Overcast,70,1,,,,,,,,,,
3,1166,Charlotte,Overcast,70,1,,,,,,,,,,
4,1166,Charlotte,Overcast,81,1,,,,,,,,,,
5,1166,Charlotte,Cloudy,69,1,,,,,,,,,,
6,1166,Charlotte,Overcast,81,1,,,,,,,,,,
7,1166,Charlotte,Cloudy,72,1,,,,,,,,,,
14,1166,Charlotte,Cloudy,70,1,,,,,,,,,,
8,1166,Charlotte,Cloudy,69,1,,,,,,,,,,
9,1166,Charlotte,Weather WarningsCloudy,69,1,,,,,,,,,,
15,1166,Charlotte,Cloudy,69,1,,,,,,,,,,
10,1166,Charlotte,mostly cloudy,60,1,,,,,,,,,,
11,1166,Charlotte,Cloudy,69,1,,,,,,,,,,
12,1166,Charlotte,Cloudy,69,1,,,,,,,,,,
1,1183,Charlotte,Light Drizzle,,1,,,,,,,,,,
2,1183,Charlotte,Drizzle,93,1,,,,,,,,,,
3,1183,Charlotte,Light Drizzle,93,1,,,,,,,,,,
4,1183,Charlotte,Light Drizzle Mist,96,1,,,,,,,,,,
5,1183,Charlotte,Showers,92,1,,,,,,,,,,
6,1183,Charlotte,Drizzle,86,1,,,,,,,,,,
7,1183,Charlotte,Cloudy,90,1,,,,,,,,,,
14,1183,Charlotte,Drizzle,97,1,,,,,,,,,,
8,1183,Charlotte,Showers,96,1,,,,,,,,,,
9,1183,Charlotte,Short term forecastRain,93,1,,,,,,,,,,
10,1183,Charlotte,mostly cloudy,93,1,,,,,,,,,,
11,1183,Charlotte,Mist,92,1,,,,,,,,,,
12,1183,Charlotte,Mist,92,1,,,,,,,,,,
1,1224,Charlotte,Fog,,1,,,,,,,,,,
2,1224,Charlotte,Fog And Mist,93,1,,,,,,,,,,
3,1224,Charlotte,Overcast,96,1,,,,,,,,,,
4,1224,Charlotte,Overcast,97,1,,,,,,,,,,
5,1224,Charlotte,Fog,95,1,,,,,,,,,,
6,1224,Charlotte,Mist,87,1,,,,,,,,,,
7,1224,Charlotte,Cloudy,92,1,,,,,,,,,,
14,1224,Charlotte,Foggy,96,1,,,,,,,,,,
8,1224,Charlotte,Fog,95,1,,,,,,,,,,
9,1224,Charlotte,Special weather statementFog,93,1,,,,,,,,,,
15,1224,Charlotte,Mist,96,1,,,,,,,,,,
10,1224,Charlotte,mostly cloudy,93,1,,,,,,,,,,
11,1224,Charlotte,Light Fog,95,1,,,,,,,,,,
12,1224,Charlotte,Light Fog,95,1,,,,,,,,,,
1,1226,Charlotte,Fog,,1,,,,,,,,,,
2,1226,Charlotte,Fog And Mist,93,1,,,,,,,,,,
3,1226,Charlotte,Overcast,93,1,,,,,,,,,,
4,1226,Charlotte,Overcast,97,1,,,,,,,,,,
5,1226,Charlotte,Fog,95,1,,,,,,,,,,
6,1226,Charlotte,Mist,88,1,,,,,,,,,,
7,1226,Charlotte,Cloudy,92,1,,,,,,,,,,
14,1226,Charlotte,Foggy,96,1,,,,,,,,,,
8,1226,Charlotte,Fog,95,1,,,,,,,,,,
9,1226,Charlotte,Special weather statementFog,93,1,,,,,,,,,,
15,1226,Charlotte,Mist,93,1,,,,,,,,,,
10,1226,Charlotte,mostly cloudy,93,1,,,,,,,,,,
11,1226,Charlotte,Light Fog,95,1,,,,,,,,,,
12,1226,Charlotte,Light Fog,95,1,,,,,,,,,,
1,1234,Charlotte,Fog,,1,,,,,,,,,,
2,1234,Charlotte,Fog,100,1,,,,,,,,,,
3,1234,Charlotte,Fog,100,1,,,,,,,,,,
4,1234,Charlotte,Fog,98,1,,,,,,,,,,
5,1234,Charlotte,Fog,100,1,,,,,,,,,,
6,1234,Charlotte,Fog,88,1,,,,,,,,,,
7,1234,Charlotte,Fog,98,1,,,,,,,,,,
14,1234,Charlotte,Foggy,97,1,,,,,,,,,,
8,1234,Charlotte,Fog,100,1,,,,,,,,,,
9,1234,Charlotte,Special weather statementFog,100,1,,,,,,,,,,
15,1234,Charlotte,Fog,100,1,,,,,,,,,,
10,1234,Charlotte,mostly cloudy,100,1,,,,,,,,,,
11,1234,Charlotte,Dense Fog,100,1,,,,,,,,,,
12,1234,Charlotte,Dense Fog,100,1,,,,,,,,,,
1,1237,Charlotte,Fog,,1,,,,,,,,,,
2,1237,Charlotte,Fog,100,1,,,,,,,,,,
3,1237,Charlotte,Fog,100,1,,,,,,,,,,
4,1237,Charlotte,Fog,98,1,,,,,,,,,,
5,1237,Charlotte,Fog,100,1,,,,,,,,,,
6,1237,Charlotte,Fog,88,1,,,,,,,,,,
7,1237,Charlotte,Fog,95,1,,,,,,,,,,
14,1237,Charlotte,Foggy,100,1,,,,,,,,,,
8,1237,Charlotte,Fog,100,1,,,,,,,,,,
9,1237,Charlotte,Weather WarningsFog,100,1,,,,,,,,,,
15,1237,Charlotte,Fog,100,1,,,,,,,,,,
10,1237,Charlotte,mostly cloudy,93,1,,,,,,,,,,
11,1237,Charlotte,Dense Fog,100,1,,,,,,,,,,
12,1237,Charlotte,Dense Fog,100,1,,,,,,,,,,
1,1388,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1388,Chicago,Partly Cloudy,54,1,,,,,,,,,,
3,1388,Chicago,Scattered Clouds,55,1,,,,,,,,,,
4,1388,Chicago,Scattered Clouds,56,1,,,,,,,,,,
5,1388,Chicago,Mostly Cloudy,59,1,,,,,,,,,,
6,1388,Chicago,Partly Cloudy,54,1,,,,,,,,,,
7,1388,Chicago,Partly Cloudy,42,1,,,,,,,,,,
14,1388,Chicago,Partly Cloudy,48,1,,,,,,,,,,
8,1388,Chicago,Mostly Cloudy,59,1,,,,,,,,,,
9,1388,Chicago,Partly Cloudy,54,1,,,,,,,,,,
15,1388,Chicago,Mostly Clear,55,1,,,,,,,,,,
10,1388,Chicago,clear sky,58,1,,,,,,,,,,
11,1388,Chicago,Mostly Cloudy,59,1,,,,,,,,,,
12,1388,Chicago,Partly Sunny,54,1,,,,,,,,,,
13,1388,Chicago,Partly Cloudy,55,1,,,,,,,,,,
1,1393,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1393,Chicago,Partly Cloudy,63,1,,,,,,,,,,
3,1393,Chicago,Mostly Cloudy,66,1,,,,,,,,,,
4,1393,Chicago,Mostly Cloudy,64,1,,,,,,,,,,
5,1393,Chicago,Intermittent Clouds,62,1,,,,,,,,,,
6,1393,Chicago,Partly Cloudy,63,1,,,,,,,,,,
7,1393,Chicago,Partly Cloudy,53,1,,,,,,,,,,
14,1393,Chicago,Partly Cloudy,56,1,,,,,,,,,,
8,1393,Chicago,Intermittent Clouds,62,1,,,,,,,,,,
9,1393,Chicago,Mostly Cloudy,68,1,,,,,,,,,,
15,1393,Chicago,Mostly Cloudy,65,1,,,,,,,,,,
10,1393,Chicago,clear sky,62,1,,,,,,,,,,
11,1393,Chicago,Clouds And Sun,62,1,,,,,,,,,,
12,1393,Chicago,Partly Sunny,62,1,,,,,,,,,,
13,1393,Chicago,Mostly Cloudy,66,1,,,,,,,,,,
1,1403,Chicago,Cloudy,,1,,,,,,,,,,
2,1403,Chicago,Overcast,73,1,,,,,,,,,,
3,1403,Chicago,Overcast,74,1,,,,,,,,,,
4,1403,Chicago,Overcast,70,1,,,,,,,,,,
5,1403,Chicago,Cloudy,74,1,,,,,,,,,,
6,1403,Chicago,Overcast,73,1,,,,,,,,,,
7,1403,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
14,1403,Chicago,Mostly Cloudy,62,1,,,,,,,,,,
8,1403,Chicago,Cloudy,74,1,,,,,,,,,,
9,1403,Chicago,Cloudy,73,1,,,,,,,,,,
15,1403,Chicago,Cloudy,74,1,,,,,,,,,,
10,1403,Chicago,mostly cloudy,68,1,,,,,,,,,,
11,1403,Chicago,Cloudy,74,1,,,,,,,,,,
12,1403,Chicago,Cloudy,74,1,,,,,,,,,,
13,1403,Chicago,Overcast,74,1,,,,,,,,,,
1,1406,Chicago,Mostly Cloudy,,1,,,,,,,,,,
2,1406,Chicago,Mostly Cloudy,73,1,,,,,,,,,,
3,1406,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
4,1406,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
5,1406,Chicago,Intermittent Clouds,76,1,,,,,,,,,,
6,1406,Chicago,Mostly Cloudy,73,1,,,,,,,,,,
7,1406,Chicago,Mostly Cloudy,63,1,,,,,,,,,,
14,1406,Chicago,Mostly Cloudy,66,1,,,,,,,,,,
8,1406,Chicago,Intermittent Clouds,76,1,,,,,,,,,,
9,1406,Chicago,Mostly Cloudy,73,1,,,,,,,,,,
15,1406,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
10,1406,Chicago,mostly cloudy,73,1,,,,,,,,,,
11,1406,Chicago,Some Clouds,76,1,,,,,,,,,,
12,1406,Chicago,Cloudy,71,1,,,,,,,,,,
13,1406,Chicago,Mostly Cloudy,71,1,,,,,,,,,,
1,1411,Chicago,Mostly Cloudy,,1,,,,,,,,,,
2,1411,Chicago,Mostly Cloudy,79,1,,,,,,,,,,
3,1411,Chicago,Mostly Cloudy,78,1,,,,,,,,,,
4,1411,Chicago,Mostly Cloudy,74,1,,,,,,,,,,
5,1411,Chicago,Mostly Cloudy,80,1,,,,,,,,,,
6,1411,Chicago,Mostly Cloudy,79,1,,,,,,,,,,
7,1411,Chicago,Mostly Cloudy,76,1,,,,,,,,,,
14,1411,Chicago,Mostly Cloudy,68,1,,,,,,,,,,
8,1411,Chicago,Cloudy,84,1,,,,,,,,,,
9,1411,Chicago,Mostly Cloudy,79,1,,,,,,,,,,
15,1411,Chicago,Mostly Cloudy,77,1,,,,,,,,,,
10,1411,Chicago,mostly cloudy,73,1,,,,,,,,,,
11,1411,Chicago,Mostly Cloudy,80,1,,,,,,,,,,
12,1411,Chicago,Cloudy,77,1,,,,,,,,,,
13,1411,Chicago,Mostly Cloudy,77,1,,,,,,,,,,
1,1416,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1416,Chicago,Partly Cloudy,79,1,,,,,,,,,,
3,1416,Chicago,Partly Cloudy,71,1,,,,,,,,,,
4,1416,Chicago,Partly Cloudy,68,1,,,,,,,,,,
5,1416,Chicago,Mostly Sunny,80,1,,,,,,,,,,
6,1416,Chicago,Partly Cloudy,73,1,,,,,,,,,,
7,1416,Chicago,Partly Cloudy,71,1,,,,,,,,,,
14,1416,Chicago,Partly Cloudy,76,1,,,,,,,,,,
8,1416,Chicago,Mostly Sunny,80,1,,,,,,,,,,
9,1416,Chicago,Mostly Sunny,79,1,,,,,,,,,,
15,1416,Chicago,Few Clouds,71,1,,,,,,,,,,
10,1416,Chicago,clear sky,79,1,,,,,,,,,,
11,1416,Chicago,Mostly Sunny,80,1,,,,,,,,,,
12,1416,Chicago,Partly Sunny,80,1,,,,,,,,,,
13,1416,Chicago,A Few Clouds,71,1,,,,,,,,,,
1,1472,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
3,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
4,1472,Chicago,Partly Cloudy,53,1,,,,,,,,,,
5,1472,Chicago,Partly Sunny,63,1,,,,,,,,,,
6,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
7,1472,Chicago,Partly Cloudy,50,1,,,,,,,,,,
14,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
8,1472,Chicago,Partly Sunny,63,1,,,,,,,,,,
9,1472,Chicago,Mostly Sunny,61,1,,,,,,,,,,
15,1472,Chicago,Few Clouds,61,1,,,,,,,,,,
10,1472,Chicago,clear sky,61,1,,,,,,,,,,
11,1472,Chicago,Partly Sunny,63,1,,,,,,,,,,
12,1472,Chicago,Partly Sunny,60,1,,,,,,,,,,
13,1472,Chicago,Partly Cloudy,58,1,,,,,,,,,,
1,1472,Chicago,Partly Cloudy,,1,,,,,,,,,,
2,1472,Chicago,Partly Cloudy,61,1,,,,,,,,,,
3,1472,Chicago,Scattered Clouds,58,1,,,,,,,,,,
4,1472,Chicago,Scattered Clouds,51,1,,,,,,,,,,
5,1472,Chicago,Partly Sunny,60,1,,,,,,,,,,
1,2010,Dallas,Cloudy,,1,,,,,,,,,,
2,2010,Dallas,Overcast,75,1,,,,,,,,,,
3,2010,Dallas,Overcast,76,1,,,,,,,,,,
4,2010,Dallas,Overcast,76,1,,,,,,,,,,
5,2010,Dallas,Cloudy,80,1,,,,,,,,,,
6,2010,Dallas,Overcast,78,1,,,,,,,,,,
7,2010,Dallas,Cloudy,73,1,,,,,,,,,,
14,2010,Dallas,Cloudy,75,1,,,,,,,,,,
8,2010,Dallas,Cloudy,75,1,,,,,,,,,,
9,2010,Dallas,Weather WarningsCloudy,80,1,,,,,,,,,,
15,2010,Dallas,Cloudy,75,1,,,,,,,,,,
10,2010,Dallas,mostly cloudy,74,1,,,,,,,,,,
11,2010,Dallas,Light Snow,78,1,,,,,,,,,,
12,2010,Dallas,Cloudy,75,1,,,,,,,,,,
13,2010,Dallas,Overcast,76,1,,,,,,,,,,
1,2014,Dallas,Cloudy,,1,,,,,,,,,,
2,2014,Dallas,Overcast,80,1,,,,,,,,,,
3,2014,Dallas,Overcast,75,1,,,,,,,,,,
4,2014,Dallas,Overcast,77,1,,,,,,,,,,
5,2014,Dallas,Cloudy,74,1,,,,,,,,,,
6,2014,Dallas,Overcast,77,1,,,,,,,,,,
7,2014,Dallas,Cloudy,75,1,,,,,,,,,,
14,2014,Dallas,Cloudy,74,1,,,,,,,,,,
8,2014,Dallas,Cloudy,74,1,,,,,,,,,,
9,2014,Dallas,Flood warningCloudy,80,1,,,,,,,,,,
15,2014,Dallas,Cloudy,75,1,,,,,,,,,,
10,2014,Dallas,mostly cloudy,80,1,,,,,,,,,,
11,2014,Dallas,Cloudy,74,1,,,,,,,,,,
12,2014,Dallas,Cloudy,78,1,,,,,,,,,,
13,2014,Dallas,Overcast,75,1,,,,,,,,,,
1,2024,Dallas,Cloudy,,1,,,,,,,,,,
2,2024,Dallas,Overcast,74,1,,,,,,,,,,
3,2024,Dallas,Overcast,75,1,,,,,,,,,,
4,2024,Dallas,Overcast,77,1,,,,,,,,,,
5,2024,Dallas,Cloudy,74,1,,,,,,,,,,
6,2024,Dallas,Overcast,71,1,,,,,,,,,,
7,2024,Dallas,Cloudy,73,1,,,,,,,,,,
14,2024,Dallas,Cloudy,70,1,,,,,,,,,,
8,2024,Dallas,Cloudy,74,1,,,,,,,,,,
9,2024,Dallas,Flood warningCloudy,74,1,,,,,,,,,,
15,2024,Dallas,Cloudy,75,1,,,,,,,,,,
10,2024,Dallas,mostly cloudy,80,1,,,,,,,,,,
11,2024,Dallas,Cloudy,74,1,,,,,,,,,,
12,2024,Dallas,Cloudy,74,1,,,,,,,,,,
13,2024,Dallas,Overcast,75,1,,,,,,,,,,
1,2026,Dallas,Cloudy,,1,,,,,,,,,,
2,2026,Dallas,Overcast,74,1,,,,,,,,,,
3,2026,Dallas,Overcast,75,1,,,,,,,,,,
4,2026,Dallas,Overcast,75,1,,,,,,,,,,
5,2026,Dallas,Cloudy,71,1,,,,,,,,,,
6,2026,Dallas,Overcast,69,1,,,,,,,,,,
7,2026,Dallas,Cloudy,69,1,,,,,,,,,,
14,2026,Dallas,Cloudy,70,1,,,,,,,,,,
8,2026,Dallas,Cloudy,71,1,,,,,,,,,,
9,2026,Dallas,Flood warningCloudy,74,1,,,,,,,,,,
15,2026,Dallas,Cloudy,75,1,,,,,,,,,,
10,2026,Dallas,mostly cloudy,74,1,,,,,,,,,,
11,2026,Dallas,Cloudy,71,1,,,,,,,,,,
12,2026,Dallas,Cloudy,74,1,,,,,,,,,,
13,2026,Dallas,Overcast,75,1,,,,,,,,,,
1,2047,Dallas,Cloudy,,1,,,,,,,,,,
2,2047,Dallas,Overcast,86,1,,,,,,,,,,
3,2047,Dallas,Overcast,82,1,,,,,,,,,,
4,2047,Dallas,Overcast,81,1,,,,,,,,,,
5,2047,Dallas,Cloudy,81,1,,,,,,,,,,
6,2047,Dallas,Overcast,78,1,,,,,,,,,,
7,2047,Dallas,Cloudy,79,1,,,,,,,,,,
14,2047,Dallas,Cloudy,74,1,,,,,,,,,,
8,2047,Dallas,Cloudy,81,1,,,,,,,,,,
9,2047,Dallas,Flood warningCloudy,86,1,,,,,,,,,,
15,2047,Dallas,Cloudy,82,1,,,,,,,,,,
10,2047,Dallas,mostly cloudy,80,1,,,,,,,,,,
11,2047,Dallas,Cloudy,81,1,,,,,,,,,,
12,2047,Dallas,Cloudy,82,1,,,,,,,,,,
13,2047,Dallas,Overcast,82,1,,,,,,,,,,
1,2885,El Paso,Cloudy,,1,,,,,,,,,,
2,2885,El Paso,Overcast,86,1,,,,,,,,,,
3,2885,El Paso,Overcast,85,1,,,,,,,,,,
4,2885,El Paso,Overcast,81,1,,,,,,,,,,
5,2885,El Paso,Cloudy,85,1,,,,,,,,,,
6,2885,El Paso,Overcast,86,1,,,,,,,,,,
7,2885,El Paso,Cloudy,82,1,,,,,,,,,,
14,2885,El Paso,Cloudy,77,1,,,,,,,,,,
8,2885,El Paso,Cloudy,85,1,,,,,,,,,,
9,2885,El Paso,Cloudy,86,1,,,,,,,,,,
15,2885,El Paso,Cloudy,85,1,,,,,,,,,,
10,2885,El Paso,mostly cloudy,86,1,,,,,,,,,,
11,2885,El Paso,Cloudy,85,1,,,,,,,,,,
12,2885,El Paso,Cloudy,85,1,,,,,,,,,,
13,2885,El Paso,Overcast,85,1,,,,,,,,,,
1,2889,El Paso,Mostly Cloudy,,1,,,,,,,,,,
2,2889,El Paso,Mostly Cloudy,80,1,,,,,,,,,,
3,2889,El Paso,Mostly Cloudy,76,1,,,,,,,,,,
4,2889,El Paso,Mostly Cloudy,77,1,,,,,,,,,,
5,2889,El Paso,Mostly Cloudy,75,1,,,,,,,,,,
6,2889,El Paso,Mostly Cloudy,80,1,,,,,,,,,,
7,2889,El Paso,Mostly Cloudy,71,1,,,,,,,,,,
14,2889,El Paso,Cloudy,77,1,,,,,,,,,,
8,2889,El Paso,Mostly Cloudy,75,1,,,,,,,,,,
9,2889,El Paso,Mostly Cloudy,80,1,,,,,,,,,,
15,2889,El Paso,Mostly Cloudy,80,1,,,,,,,,,,
10,2889,El Paso,mostly cloudy,80,1,,,,,,,,,,
11,2889,El Paso,Mostly Cloudy,75,1,,,,,,,,,,
12,2889,El Paso,Mostly Cloudy,75,1,,,,,,,,,,
13,2889,El Paso,Mostly Cloudy,76,1,,,,,,,,,,
1,2895,El Paso,Partly Cloudy,,1,,,,,,,,,,
2,2895,El Paso,Partly Cloudy,61,1,,,,,,,,,,
3,2895,El Paso,Partly Cloudy,65,1,,,,,,,,,,
4,2895,El Paso,Partly Cloudy,62,1,,,,,,,,,,
5,2895,El Paso,Partly Sunny,64,1,,,,,,,,,,
6,2895,El Paso,Partly Cloudy,61,1,,,,,,,,,,
7,2895,El Paso,Partly Cloudy,65,1,,,,,,,,,,
14,2895,El Paso,Partly Cloudy,65,1,,,,,,,,,,
8,2895,El Paso,Partly Sunny,64,1,,,,,,,,,,
9,2895,El Paso,Mostly Sunny,61,1,,,,,,,,,,
15,2895,El Paso,Few Clouds,64,1,,,,,,,,,,
10,2895,El Paso,clear sky,65,1,,,,,,,,,,
11,2895,El Paso,Partly Sunny,64,1,,,,,,,,,,
12,2895,El Paso,Partly Sunny,64,1,,,,,,,,,,
13,2895,El Paso,A Few Clouds,65,1,,,,,,,,,,
1,2969,El Paso,Fair,,1,,,,,,,,,,
2,2969,El Paso,Clear,61,1,,,,,,,,,,
3,2969,El Paso,Clear,63,1,,,,,,,,,,
4,2969,El Paso,Clear,68,1,,,,,,,,,,
5,2969,El Paso,Clear,62,1,,,,,,,,,,
6,2969,El Paso,Clear,61,1,,,,,,,,,,
7,2969,El Paso,Clear,63,1,,,,,,,,,,
14,2969,El Paso,Partly Cloudy,63,1,,,,,,,,,,
8,2969,El Paso,Partly Cloudy,62,1,,,,,,,,,,
9,2969,El Paso,Clear,61,1,,,,,,,,,,
15,2969,El Paso,Clear,62,1,,,,,,,,,,
10,2969,El Paso,clear sky,61,1,,,,,,,,,,
11,2969,El Paso,Clear,62,1,,,,,,,,,,
12,2969,El Paso,Clear,62,1,,,,,,,,,,
13,2969,El Paso,Fair,63,1,,,,,,,,,,
1,2974,El Paso,Fair,,1,,,,,,,,,,
2,2974,El Paso,Clear,75,1,,,,,,,,,,
3,2974,El Paso,Clear,76,1,,,,,,,,,,
4,2974,El Paso,Clear,75,1,,,,,,,,,,
5,2974,El Paso,Clear,75,1,,,,,,,,,,
6,2974,El Paso,Clear,75,1,,,,,,,,,,
7,2974,El Paso,Clear,81,1,,,,,,,,,,
14,2974,El Paso,Mostly Clear,76,1,,,,,,,,,,
8,2974,El Paso,Clear,75,1,,,,,,,,,,
9,2974,El Paso,Clear,75,1,,,,,,,,,,
15,2974,El Paso,Clear,75,1,,,,,,,,,,
10,2974,El Paso,clear sky,75,1,,,,,,,,,,
11,2974,El Paso,Clear,75,1,,,,,,,,,,
12,2974,El Paso,Clear,75,1,,,,,,,,,,
13,2974,El Paso,Fair,76,1,,,,,,,,,,
1,2995,El Paso,Cloudy,,1,,,,,,,,,,
2,2995,El Paso,Overcast,44,1,,,,,,,,,,
3,2995,El Paso,Overcast,43,1,,,,,,,,,,
4,2995,El Paso,Overcast,41,1,,,,,,,,,,
5,2995,El Paso,Cloudy,42,1,,,,,,,,,,
6,2995,El Paso,Overcast,44,1,,,,,,,,,,
7,2995,El Paso,Cloudy,43,1,,,,,,,,,,
14,2995,El Paso,Mostly Cloudy,45,1,,,,,,,,,,
8,2995,El Paso,Intermittent Clouds,44,1,,,,,,,,,,
9,2995,El Paso,Cloudy,43,1,,,,,,,,,,
15,2995,El Paso,Cloudy,43,1,,,,,,,,,,
10,2995,El Paso,mostly cloudy,43,1,,,,,,,,,,
11,2995,El Paso,Cloudy,42,1,,,,,,,,,,
12,2995,El Paso,Cloudy,42,1,,,,,,,,,,
13,2995,El Paso,Overcast,43,1,,,,,,,,,,
1,3002,El Paso,Partly Cloudy,,1,,,,,,,,,,
2,3002,El Paso,Partly Cloudy,66,1,,,,,,,,,,
3,3002,El Paso,Scattered Clouds,65,1,,,,,,,,,,
4,3002,El Paso,Scattered Clouds,67,1,,,,,,,,,,
5,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
6,3002,El Paso,Partly Cloudy,66,1,,,,,,,,,,
7,3002,El Paso,Partly Cloudy,68,1,,,,,,,,,,
14,3002,El Paso,Mostly Cloudy,68,1,,,,,,,,,,
8,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
9,3002,El Paso,Partly Cloudy,65,1,,,,,,,,,,
15,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
10,3002,El Paso,clear sky,65,1,,,,,,,,,,
11,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
12,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
13,3002,El Paso,Partly Cloudy,65,1,,,,,,,,,,
1,3017,El Paso,Cloudy,,1,,,,,,,,,,
