0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
19,14,,38,,17,57568,,,28,,,,,,,,,1,14
20,14,44,38,40,17,57138,28,30,,57,37,28450000,,239840000,,,65,1,14
21,14,44,38,40,17,54821,28,30,28,,,,,,,,,1,14
22,14,44,38,40,17,57568,28,30,28,57,37,15038839,,,,,,1,14
23,14,44,38,40,17,57568,28,30,,,,,,,,,,1,14
24,14,44,38,40,17,,,,28,,,,,,,,,1,14
25,14,44,38,41,17,,28,30,,57,37,,,239800000,,,67,1,14
26,14,44,38,41,17,64500,28,30,28,,,28450000,2,230000000,1,,65,1,14
27,14,44,38,40,17,2747,28,30,28,57,37,,,232440000,,,,1,14
28,14,44,38,40,17,57138,28,30,28,57,37,15038839,,,,,,1,14
29,14,44,38,40,17,57138,28,30,28,57,37,28450000,170,233580000,,,65,1,14
30,14,44,38,40,17,57138,28,30,28,57,37,15039000,,126778770,,,65,1,14
31,14,44,38,40,17,57138,28,30,28,57,37,15040000,,126800000,,,66,1,14
32,14,44,38,40,17,57138,28,30,28,57,37,15038839,,,,,,1,14
33,14,44,38,40,17,57568,28,30,28,57,37,14646524,171,123470000,,,,1,14
34,14,44,38,41,,57568,28,30,28,57,37,,,,,1,67,1,14
35,14,44,38,,17,57138,,,,,,,,,,,,1,14
36,14,44,38,40,17,57138,28,30,29,57,37,,,,,,67,1,14
37,14,44,38,40,17,57138,28,30,28,57,37,15038839,,,,,,1,14
38,14,44,,40,17,2747,28,30,28,57,37,,,232440000,,,,1,14
39,14,,,,,0,,,,,,,,,,,,1,14
40,14,44,38,,17,,,,,,,,,,,,,1,14
41,14,44,38,40,17,57568,28,30,28,57,37,,,123500,1,1,,1,14
42,14,44,38,40,17,57568,28,30,28,57,37,15038839,,,,,,1,14
43,14,44,38,40,17,57140,28,30,28,57,37,,,,,,,1,14
44,14,5,39,42,2,1700,29,31,,,,,,,,,,1,14
45,14,44,38,,17,,,,,,,,,,,,,1,14
46,14,44,38,40,17,57138,28,30,28,57,37,,,,,,66,1,14
47,14,,38,41,17,57138,28,30,,,,,,,,,,1,14
48,14,44,38,40,17,57138,28,30,28,59,37,28450427,,122867315,,,,1,14
49,14,44,38,40,17,57138,28,30,28,57,37,,172,233500000,1,1,,1,14
50,14,44,38,40,17,57568,28,30,28,57,37,28450427,,239837100,,,66,1,14
51,14,44,38,40,17,54821,28,30,28,57,37,28450000000,,234000000,,,67,1,14
52,14,44,38,40,17,54821,28,30,,57,37,,,123000000,,,68,1,14
53,14,44,38,41,17,57138,28,30,28,57,37,,,239830000,,,67,1,14
54,14,44,38,,17,,,,,57,37,,,239830000,1,,65,1,14
55,14,44,38,,17,,28,30,,57,37,,,233580000,1,1,69,1,14
1,15,47,40,43,21,92252,30,32,,,,,,,,,,1,15
2,15,47,40,43,21,92252,30,32,30,60,39,,2,510390000,,,70,1,15
3,15,47,40,43,21,78206,30,32,,,,34670000,,455360000,,,,1,15
4,15,47,40,43,21,92252,30,32,,60,39,35028000,,510360000,,,70,1,15
5,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
6,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
7,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
8,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
9,15,47,40,43,21,92252,30,32,30,60,39,35028170,,510000000,,,,1,15
10,15,47,40,44,21,79465,30,32,30,,,,,510400000,,,,1,15
11,15,48,40,43,21,92252,30,32,30,60,39,,,,,,70,1,15
12,15,47,40,43,21,92252,30,32,30,60,39,35028000,,490040000,,,,1,15
13,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
14,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
15,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
16,15,49,40,43,21,92252,30,32,30,60,39,35000000,,510000000,1,1,70,1,15
17,15,47,40,,,92052,,,30,61,40,35030000,,490070000,,,70,1,15
18,15,47,40,43,21,88565,30,32,30,60,39,,2,510360000,,,,1,15
19,15,,40,,21,92252,,,30,,,,,,,,,1,15
20,15,47,40,43,21,92252,30,32,,60,39,35030000,,510360000,,,70,1,15
21,15,47,40,43,21,88565,30,32,30,,,,,,,,,1,15
22,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
23,15,47,40,43,21,92252,30,32,,,,,,,,,,1,15
24,15,47,40,43,21,,,,30,,,,,,,,,1,15
25,15,47,40,45,21,,30,32,,60,39,,,505600000,,,70,1,15
26,15,47,40,45,21,103700,30,33,30,,,35030000,2,490000000,1,,70,1,15
27,15,47,40,43,21,12895,30,32,30,60,39,,,455360000,,,,1,15
28,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
29,15,47,40,43,21,92252,30,32,30,60,39,35030000,173,490040000,,,70,1,15
30,15,47,40,43,21,92252,30,32,30,60,39,35028000,,510357960,,,70,1,15
31,15,47,40,43,21,88565,30,32,30,60,39,35030000,,510400000,,,70,1,15
32,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
33,15,47,40,43,21,92252,30,32,30,60,39,33633610,174,490042000,,,,1,15
34,15,,,,,,,,,,,,,,,,,1,15
35,15,47,40,,21,92252,,,,,,,,,,,,1,15
36,15,47,40,43,21,92252,30,32,31,60,39,,,,,,70,1,15
37,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
38,15,47,,43,21,12895,30,32,30,60,39,,,455360000,,,,1,15
39,15,,,,,0,,,,,,,,,,,,1,15
40,15,47,40,,21,,,,,,,,,,,,,1,15
41,15,47,40,43,21,92252,30,32,30,60,39,,,490000,1,1,,1,15
42,15,47,40,43,21,92252,30,32,30,60,39,35028170,,,,,,1,15
43,15,47,40,43,21,92250,30,32,30,60,39,,,,,,,1,15
44,15,5,41,46,2,11683,31,34,,,,,,,,,,1,15
45,15,47,40,,21,,,,,,,,,,,,,1,15
46,15,47,40,43,21,92252,30,32,30,60,39,,,,,,70,1,15
47,15,,40,45,21,92052,30,33,,,,,,,,,,1,15
48,15,47,40,43,21,88565,30,32,30,62,39,35028170,,455366210,,,,1,15
49,15,47,40,43,21,88565,30,32,30,60,39,,175,490000000,1,1,,1,15
50,15,47,40,43,21,92252,30,32,30,60,39,35028170,,510360437,,,70,1,15
51,15,47,40,43,21,78206,30,32,30,60,39,35020000000,,490000000,,,70,1,15
52,15,47,40,43,21,88565,30,32,,60,39,,,490000000,,,71,1,15
53,15,47,40,45,21,92052,30,32,30,60,39,,,505560000,,,70,1,15
54,15,47,40,,21,,,,,60,39,,,510390000,1,,70,1,15
55,15,47,40,,21,,30,32,,60,39,,,490040000,1,1,70,1,15
1,16,50,42,47,2,414923,32,35,,,,,,,,,,1,16
2,16,51,42,48,22,414923,32,35,32,63,41,,2,12310000,,,72,1,16
3,16,50,42,47,2,414923,32,35,,,,46870000,,12970000,,,,1,16
4,16,50,42,47,2,414923,32,35,,63,41,54291000,,12487000,,,73,1,16
5,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
6,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
7,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
8,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
9,16,50,42,47,2,414923,32,35,32,63,41,54291177,,12000000,,,,1,16
10,16,50,42,48,2,414523,32,35,33,,,,,12500000,,,,1,16
11,16,5,42,48,2,414923,32,35,33,63,41,,,,,,74,1,16
12,16,50,42,47,2,414923,32,35,32,63,41,54291000,,12220000,,,,1,16
13,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
14,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
15,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
16,16,52,42,47,2,414923,32,35,32,63,42,54000000,,12000000,1,1,75,1,16
17,16,5,42,,,414923,,,33,64,43,54290000,,12490000,,,76,1,16
18,16,50,42,47,2,414923,32,35,32,63,41,,2,12490000,,,,1,16
19,16,,42,,2,414923,,,32,,,,,,,,,1,16
20,16,50,42,47,2,414923,32,35,,63,41,54290000,,12490000,,,76,1,16
21,16,50,42,47,2,414523,32,35,32,,,,,,,,,1,16
22,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
23,16,51,42,48,22,414923,32,35,,,,,,,,,,1,16
24,16,,42,48,,,,,33,,,,,,,,,1,16
25,16,50,42,47,2,,32,35,,65,41,,,12500000,,,72,1,16
26,16,5,42,48,2,412800,32,35,33,,,54290000,2,10000000,1,,76,1,16
27,16,50,43,48,2,400,32,35,33,63,41,,,12970000,,,,1,16
28,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
29,16,50,42,48,22,414923,32,35,33,63,41,54290000,176,12220000,,,75,1,16
30,16,50,42,47,2,414923,32,35,32,63,41,53520000,,12309600,,,72,1,16
31,16,50,42,48,22,414923,32,35,33,63,41,54290000,,12500000,,,74,1,16
32,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
33,16,53,42,47,22,414923,32,35,32,63,41,53110870,176,12216000,,,,1,16
34,16,50,42,48,,414923,32,35,32,65,41,,,,,1,72,1,16
35,16,50,42,,2,414923,,,,,,,,,,,,1,16
36,16,50,42,48,22,414923,32,35,33,63,41,,,,,,74,1,16
37,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
38,16,50,,48,2,400,32,35,33,63,41,,,12970000,,,,1,16
39,16,,,,,0,,,,,,,,,,,,1,16
40,16,50,42,,2,,,,,,,,,,,,,1,16
41,16,50,42,47,2,414923,32,35,32,63,41,,,12200,1,1,,1,16
42,16,50,42,47,2,414923,32,35,32,63,41,54291177,,,,,,1,16
43,16,50,42,47,2,414920,32,35,32,63,41,,,,,,,1,16
44,16,5,44,49,2,7,33,35,,,,,,,,,,1,16
45,16,54,45,,2,,,,,,,,,,,,,1,16
46,16,5,42,48,,414923,32,35,33,63,41,,,,,,74,1,16
47,16,,42,48,2,414923,32,35,,,,,,,,,,1,16
48,16,50,42,47,2,414923,32,35,32,66,41,54291177,,12921300,,,,1,16
49,16,50,42,48,22,414923,32,35,32,63,41,,177,12100000,1,1,,1,16
50,16,50,42,47,2,414923,32,35,32,63,41,54291177,,12486971,,,77,1,16
51,16,55,45,48,,414423,32,35,33,63,41,54290000000,,12000000,,,75,1,16
52,16,50,42,48,22,414523,32,35,,63,41,,,12000000,,,78,1,16
53,16,50,42,48,22,414923,32,35,33,63,41,,,12490000,,,72,1,16
54,16,56,45,,23,,,,,63,41,,,11730000,1,,79,1,16
55,16,57,42,,22,,32,35,,63,41,,,12220000,1,1,80,1,16
1,17,58,46,50,24,61347,34,36,,,,,,,,,,1,17
2,17,58,46,50,24,61347,34,36,34,67,44,,69,3390000000,,,81,1,17
3,17,,,50,,61347,34,36,,,,28150000,,3350000000,,,,1,17
4,17,58,46,50,24,61347,34,36,,67,44,22845000,69,3386700000,,,81,1,17
5,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
6,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
7,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
8,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
9,17,58,46,50,24,61347,34,36,34,67,44,22845116,69,3000000000,,,,1,17
10,17,58,46,50,24,61347,34,36,34,,,,178,2800000000,,,,1,17
11,17,59,46,50,24,61347,34,36,34,67,44,,69,,,,81,1,17
12,17,58,46,50,24,61347,34,36,34,67,44,22845000,179,2730000000,,,,1,17
13,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
14,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
15,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
16,17,60,46,50,24,61347,34,36,34,67,44,23000000,,3000000000,1,1,,1,17
17,17,58,46,,,61347,,,34,68,45,28000000,179,3340000000,,,81,1,17
18,17,58,46,50,24,61347,34,36,34,67,44,,180,3400000000,,,,1,17
19,17,,46,,24,61347,,,34,,,,,,,,,1,17
20,17,58,46,50,24,61347,34,36,,67,44,28000000,69,3400000000,,,81,1,17
21,17,58,46,50,24,61347,34,36,34,,,,,,,,,1,17
22,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
23,17,58,46,50,24,61347,34,36,,,,,69,,,,,1,17
24,17,58,46,50,24,,,,34,,,,,,,,,1,17
25,17,58,46,50,24,,34,36,,67,46,,181,3403000000,,,82,1,17
26,17,58,46,50,24,48500,34,36,34,,,28000000,179,3340000000,1,,81,1,17
27,17,58,46,50,24,61347,34,36,34,67,44,,182,3350000000,,,83,1,17
28,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
29,17,58,46,50,24,61347,34,36,34,67,44,28000000,69,3330000000,,,81,1,17
30,17,58,46,,24,61347,34,36,34,67,44,22845000,69,2776581300,,,81,1,17
31,17,58,46,50,24,61347,34,36,34,67,44,22850000,178,2800000000,,,81,1,17
32,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
33,17,58,46,50,24,61347,34,36,34,67,44,22435242,179,2726779000,,,,1,17
34,17,58,46,50,,61347,34,36,34,67,46,,181,,,1,82,1,17
35,17,58,46,,24,61347,,,,,,,,,,,,1,17
36,17,58,46,50,24,61347,34,36,35,67,44,,183,,,,84,1,17
37,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
38,17,58,,50,24,61347,34,36,34,67,44,,182,3350000000,,,83,1,17
39,17,,,,,0,,,,,,,,,,,,1,17
40,17,58,46,,24,,,,,,,,181,,,,,1,17
42,17,58,46,50,24,61347,34,36,34,67,44,22845116,,,,,,1,17
43,17,58,46,50,24,61350,34,36,34,67,44,,,,,,,1,17
44,17,5,47,51,2,6280,35,37,,,,,,,,,,1,17
45,17,61,48,,25,,,,,,,,,,,,,1,17
46,17,58,46,50,24,61347,34,36,34,67,44,,69,,,,81,1,17
47,17,,46,50,24,61347,34,36,,,,,,,,,,1,17
48,17,58,46,50,24,61347,34,36,34,69,44,28001789,,2734560385,,,,1,17
49,17,58,46,50,24,61347,34,36,34,67,44,,184,3300000000,1,1,,1,17
50,17,58,46,50,24,61347,34,36,34,67,44,28001789,184,3403337435,,,81,1,17
51,17,58,46,50,24,61183,34,36,34,67,44,28000000000,185,3340000000,,,85,1,17
52,17,58,46,50,24,61347,34,36,,67,44,,184,3000000000,,,86,1,17
53,17,58,46,50,24,61347,34,36,34,67,46,,186,3400000000,,,81,1,17
54,17,61,48,,25,,,,,67,44,,187,3390000000,1,,85,1,17
55,17,58,46,,24,,34,36,,67,,,188,3340000000,1,1,87,1,17
1,18,62,49,52,26,157370,36,38,,,,,,,,,,1,18
2,18,62,49,52,26,172039,36,38,36,70,47,,189,894430000,,,88,1,18
3,18,62,49,52,26,157250,36,38,,,,42970000,,887920000,,,,1,18
4,18,62,49,52,26,157370,36,38,,70,47,42586000,190,901968000,,,89,1,18
5,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
6,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
7,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
8,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
9,18,62,49,52,26,157370,36,38,36,70,47,42585817,191,902000000,,,,1,18
10,18,62,49,53,26,151975,36,38,36,,,,132,902000000,,,,1,18
11,18,62,49,52,26,157370,36,38,36,70,47,,191,,,,88,1,18
12,18,62,49,52,26,157370,36,38,36,70,47,42586000,192,889620000,,,,1,18
13,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
14,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
15,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
16,18,63,49,52,26,157370,36,38,36,70,47,43000000,132,902000000,1,1,88,1,18
17,18,62,49,,,157250,,,36,71,48,42590000,192,889710000,,,88,1,18
18,18,62,49,52,26,157250,36,38,36,70,47,,23,901970000,,,,1,18
19,18,,49,,26,158838,,,36,,,,,,,,,1,18
20,18,62,49,52,26,157370,36,38,,70,47,42230000,193,894470000,,,88,1,18
21,18,62,49,52,26,151090,36,38,36,,,,,,,,,1,18
22,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
23,18,62,49,52,26,157250,36,38,,,,,194,,,,,1,18
24,18,62,49,52,26,,,,36,,,,,,,,,1,18
25,18,62,49,53,26,,36,38,,70,49,,192,902000000,,,88,1,18
26,18,62,49,53,26,145700,36,38,36,,,42590000,192,890000000,1,,88,1,18
27,18,62,49,52,26,6843,36,38,36,70,47,,82,887920000,,,90,1,18
28,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
29,18,62,49,52,26,157370,36,38,36,70,47,42590000,191,889620000,,,88,1,18
30,18,62,49,52,26,157370,36,38,36,70,47,42586000,191,901971480,,,88,1,18
31,18,62,49,52,26,157250,36,38,36,70,47,42590000,132,902000000,,,88,1,18
32,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
33,18,62,49,52,26,157370,36,38,36,70,47,42002904,192,889622000,,,,1,18
34,18,62,49,53,,158838,36,38,36,70,49,,192,,,1,88,1,18
35,18,62,49,,26,157370,,,,,,,,,,,,1,18
36,18,62,49,52,26,157370,36,38,37,70,47,,195,,,,91,1,18
37,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
38,18,62,,52,26,5375,36,38,36,70,47,,82,887920000,,,90,1,18
39,18,,,,,0,,,,,,,,,,,,1,18
40,18,62,49,,26,,,,,,,,192,,,,,1,18
41,18,62,49,52,26,157370,36,38,36,70,47,,,889600,1,1,,1,18
42,18,62,49,52,26,157370,36,38,36,70,47,42585817,,,,,,1,18
43,18,62,49,52,26,157250,36,38,36,70,47,,,,,,,1,18
44,18,5,50,54,2,35124,37,39,,,,,,,,,,1,18
45,18,64,51,,27,,,,,,,,,,,,,1,18
46,18,62,49,52,26,157370,36,38,36,70,47,,191,,,,88,1,18
47,18,,49,53,26,157370,36,38,,,,,,,,,,1,18
48,18,62,49,52,26,157250,36,38,36,72,47,42585817,,887914284,,,,1,18
49,18,62,49,52,26,157370,36,38,36,70,47,,23,889000000,1,1,,1,18
50,18,62,49,52,26,158838,36,38,36,70,47,42585817,23,901967604,,,88,1,18
51,18,62,49,52,26,148175,36,38,36,70,47,42580000000,196,890000000,,,91,1,18
52,18,62,49,52,26,151090,36,38,,70,47,,23,890000000,,,88,1,18
53,18,62,49,53,26,157370,36,38,36,70,47,,191,901950000,,,88,1,18
54,18,64,51,,27,,,,,70,47,,197,897390000,1,,88,1,18
55,18,62,49,,26,,36,38,,70,47,,198,889620000,1,1,,1,18
1,19,65,52,55,20,95266,38,40,,,,,,,,,,1,19
2,19,65,52,55,20,95266,38,40,38,73,50,,199,1250000000,60,31,92,1,19
3,19,65,52,55,20,91161,38,40,,,,27730000,,1230000000,61,4,,1,19
4,19,65,52,55,20,95266,38,40,,74,51,27710000,200,1245824000,62,4,93,1,19
5,19,65,52,55,20,95266,38,40,38,74,51,27709611,,,,,,1,19
6,19,65,52,55,20,95266,38,40,38,74,51,27709611,,,,,,1,19
7,19,65,52,55,20,95266,38,40,38,74,51,27709611,,,,,,1,19
8,19,65,52,55,20,95266,38,40,38,74,51,27709611,,,,,,1,19
9,19,65,52,55,20,95266,38,40,38,74,51,27709611,201,1000000000,63,31,,1,19
10,19,65,52,55,20,91161,38,40,38,,,,70,1200000000,61,,,1,19
11,19,65,52,55,20,95266,38,40,38,74,51,,201,,,,94,1,19
12,19,65,52,55,20,95266,38,40,38,74,51,27710000,202,1230000000,64,4,,1,19
13,19,65,52,55,20,94308,38,40,38,74,51,27709611,,,,,,1,19
14,19,65,52,55,20,94308,38,40,38,74,51,27709611,,,,,,1,19
15,19,65,52,55,20,94308,38,40,38,74,51,27709611,,,,,,1,19
16,19,15,52,55,20,94308,38,40,38,74,51,28000000,148,1000000000,65,31,92,1,19
17,19,65,52,,,94308,,,38,75,52,27710000,200,1250000000,,31,93,1,19
18,19,65,52,55,20,94308,38,40,38,74,51,,203,1250000000,66,31,,1,19
19,19,,52,,20,95266,,,38,,,,,,,,,1,19
20,19,65,52,55,20,94308,38,40,,74,51,27710000,204,1250000000,61,4,93,1,19
21,19,65,52,55,20,91161,38,40,38,,,,,,,,,1,19
22,19,65,52,55,20,95266,38,40,38,74,51,27709611,,,,,,1,19
23,19,65,52,55,20,91161,38,40,,,,,,,,,,1,19
24,19,65,52,55,20,,,,38,,,,,,,,,1,19
25,19,65,52,55,20,,38,40,,74,51,,205,1246000000,,,92,1,19
26,19,65,52,55,20,70700,38,40,38,,,27710000,202,1230000000,67,,93,1,19
27,19,65,52,55,20,3765,38,40,38,74,51,,206,1230000000,61,4,95,1,19
28,19,65,52,55,20,94308,38,40,38,74,51,27709611,,,,,,1,19
29,19,65,52,55,20,94308,38,40,38,74,51,27710000,201,1230000000,67,31,96,1,19
30,19,65,52,,20,94308,38,40,38,74,51,27710000,207,1245841600,67,31,92,1,19
31,19,65,52,55,20,94308,38,40,38,74,51,27710000,70,1200000000,61,31,94,1,19
32,19,65,52,55,20,94308,38,40,38,74,51,27709611,,,,,,1,19
33,19,65,52,55,20,95266,38,40,38,74,51,27383347,208,1231155000,,4,,1,19
34,19,65,52,55,,95266,38,40,38,74,51,,205,,64,32,92,1,19
35,19,65,52,,20,95266,,,,,,,,,,,,1,19
36,19,65,52,55,20,95266,38,40,39,74,51,,75,,,,97,1,19
37,19,65,52,55,20,95266,38,40,38,74,51,27709611,,,,,,1,19
38,19,65,,55,20,3765,38,40,38,74,51,,206,1230000000,61,4,95,1,19
39,19,,,,,0,,,,,,,,,,,,1,19
40,19,65,52,,20,,,,,,,,205,,,,,1,19
41,19,65,52,55,20,95266,38,40,38,74,51,,,1231100,67,4,,1,19
42,19,65,52,55,20,95266,38,40,38,74,51,27709611,,,,,,1,19
43,19,65,52,55,20,94310,38,40,38,74,51,,,,,,,1,19
44,19,5,53,56,2,7750,39,41,,,,,,,,,,1,19
45,19,66,54,,28,,,,,,,,,,,,,1,19
46,19,65,52,55,20,95266,38,40,38,74,51,,201,,,,94,1,19
47,19,,52,55,20,95266,38,40,,,,,,,,,,1,19
48,19,65,52,55,20,94308,38,40,38,76,51,27709611,,1234186074,,,,1,19
49,19,65,52,55,20,95266,38,40,38,74,51,,209,1200000000,67,33,,1,19
50,19,65,52,55,20,95266,38,40,38,74,51,27709611,210,1245824111,67,4,92,1,19
51,19,65,52,55,20,89681,38,40,38,74,51,27710000000,211,1230000000,,,96,1,19
52,19,65,52,55,20,91161,38,40,,74,51,,210,1000000000,65,34,98,1,19
53,19,65,52,55,20,95266,38,40,38,74,51,,212,1250000000,65,31,92,1,19
54,19,66,54,,28,,,,,74,51,,207,1250000000,68,,92,1,19
55,19,65,52,,20,,38,40,,74,51,,213,1230000000,67,31,99,1,19
1,20,5,55,,2,,,,,,,,,,,,,1,20
2,20,67,56,57,29,126845,40,42,40,77,53,,214,2080000000,69,35,100,1,20
3,20,,,57,,126845,40,42,,,,41500000,,2000000000,70,24,,1,20
4,20,67,56,57,29,126845,40,42,,78,54,41591000,215,2084564000,70,24,101,1,20
5,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
6,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
7,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
8,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
9,20,67,56,57,29,126845,40,42,40,78,54,41591465,215,2000000000,71,35,,1,20
10,20,67,56,57,29,126502,40,42,40,,,,216,2100000000,70,,,1,20
11,20,67,56,57,29,126845,40,42,40,78,54,,215,,,,101,1,20
12,20,67,56,57,29,126845,40,42,40,78,54,41591000,217,2000000000,72,24,,1,20
13,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
14,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
15,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
16,20,68,56,57,29,126845,40,42,40,78,54,42000000,218,2000000000,73,35,100,1,20
17,20,67,56,,,126845,,,40,79,55,41590000,219,2000000000,,35,102,1,20
18,20,67,56,57,29,126502,40,42,40,78,54,,220,2080000000,74,35,,1,20
19,20,,56,,29,127349,,,40,,,,,,,,,1,20
20,20,67,56,57,29,126845,40,42,,78,54,41560000,221,2080000000,70,36,102,1,20
21,20,67,56,57,29,126845,40,42,40,,,,,,,,,1,20
22,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
23,20,67,56,57,29,126845,40,42,,,,,,,,,,1,20
24,20,67,56,57,29,,,,40,,,,,,,,,1,20
25,20,67,56,57,29,,40,42,,78,54,,222,2085000000,,,35,1,20
26,20,67,56,57,29,118400,40,42,40,,,41590000,219,2000000000,72,,102,1,20
27,20,67,56,57,29,126845,40,42,40,78,56,,223,1980000000,70,24,103,1,20
28,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
29,20,67,56,57,29,126845,40,42,40,78,54,41590000,215,2000000000,72,35,104,1,20
30,20,67,56,,29,126845,40,42,40,78,54,41591000,218,2084540920,72,35,100,1,20
31,20,67,56,57,29,126845,40,42,40,78,54,41590000,216,2100000000,70,35,101,1,20
32,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
33,20,67,56,57,29,126845,40,42,40,78,54,39964537,224,2003023000,,24,,1,20
34,20,67,56,57,,127349,40,42,40,78,54,,222,,72,35,35,1,20
35,20,67,56,,29,126845,,,,,,,,,,,,1,20
36,20,67,56,57,29,126845,40,42,41,78,54,,215,,,,101,1,20
37,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
38,20,67,,57,29,126845,40,42,40,78,56,,223,2000000000,70,24,103,1,20
39,20,,,,,0,,,,,,,,,,,,1,20
40,20,67,56,,29,,,,,,,,222,,,,,1,20
41,20,67,56,57,29,126845,40,42,40,78,54,,,2003000,72,24,,1,20
42,20,67,56,57,29,126845,40,42,40,78,54,41591465,,,,,,1,20
43,20,67,56,57,29,126850,40,42,40,78,54,,,,,,,1,20
44,20,5,57,58,2,22159,41,43,,,,,,,,,,1,20
45,20,69,58,,30,,,,,,,,,,,,,1,20
46,20,67,56,57,29,126845,40,42,40,78,54,,215,,,,101,1,20
47,20,,56,57,29,126845,40,42,,,,,,,,,,1,20
48,20,67,56,57,29,126845,40,42,40,80,54,41591465,,1996390320,,,,1,20
49,20,67,56,57,29,126845,40,42,40,78,54,,224,2000000000,72,24,,1,20
50,20,67,56,57,29,127349,40,42,40,78,54,41591465,225,2084564226,72,24,100,1,20
51,20,67,56,57,29,126502,40,42,40,78,54,41590000000,226,2000000000,,,104,1,20
52,20,67,56,57,29,126845,40,42,,78,54,,225,2000000000,45,35,105,1,20
53,20,67,56,57,29,126845,40,42,40,78,54,,227,2080000000,45,35,35,1,20
54,20,69,58,,30,,,,,78,54,,228,2080000000,73,,100,1,20
55,20,67,56,,29,,40,42,,78,54,,224,2000000000,72,35,101,1,20
1,21,70,59,59,31,103830,42,44,,,,,,,,,,1,21
2,21,70,59,59,31,103830,42,44,42,81,57,,229,415130000,75,37,106,1,21
3,21,70,59,59,31,100461,42,44,,,,19300000,,411390000,76,22,,1,21
4,21,70,59,59,31,103830,42,44,,82,58,18871000,230,417804000,77,22,106,1,21
5,21,70,59,59,31,103830,42,44,42,82,58,18871000,,,,,,1,21
